STRID,LAN,Remark
npctalk428_10,"Phong cänh · Bách Hoa S½n r¤t ğ©p, các sß muµi · ğây cûng ğ©p nhß tiên, gi¯ng nhß lÕc vào giæa r×ng hoa. Ngß½i có th¬ ğªn ch² Ng÷c Thanh ĞÕi Sß ğ¬ nghe v¸ ngß¶i giäi thích l¸ch sØ cüa Bách Hoa.",
npctalk429_10,"Ta hi®n ğang t§p trung tu luy®n pháp bäo, ğşi lát næa hãy nói chuy®n.",
npctalk430_10,"Sß muµi/ğ® xin tránh sang mµt bên. Ta phäi d÷n ğ¯ng lá khô dß¾i chân muµi/ğ®, không ğßşc ğ¬ chúng làm b¦n Bách Hoa S½n.",
npctalk432_10,"Ta vân du bên ngoài nhi«u nåm, thu th§p ğßşc r¤t nhi«u dßşc thäo quı. Giá cä cüa chúng tuy ğ¡t nhßng ğ«u là v§t ph¦m häo hÕng. Ra khöi thôn này thì s¨ không còn n½i nào khác bán ğâu, có mua không nào...?",
npctalk433_10,"Ta có mµt vi®c r¤t quan tr÷ng mu¯n nh¶ ngß½i giúp ğŞ, tiªc là ngß½i chßa ğü sÑc. Ta không mu¯n ch¶ quá lâu ğâu, ngß½i hãy mau ği tu luy®n ği.",
npctalk4334_02_19,"Thanh Loa S½n Ma Cung",
npctalk4334_13,"Phía trß¾c có mµt ánh sáng rñc rŞ phát ra, tña h° nhß ğang kêu g÷i ngß½i...",
npctalk4334_19,"Tiªn vào Thanh Loa S½n Ma Cung",
npctalk4335_02_19,"Thanh Loa S½n Ma Cung",
npctalk4335_13,"Ğây chính là l¯i ra, ra khöi n½i này thì ác mµng xem nhß kªt thúc...",
npctalk4335_19,"R¶i khöi Thanh Loa S½n Ma Cung",
npctalk4371_3,"Ğây là Tiên Gi¾i Linh ThÕch có sÑc mÕnh phi thß¶ng, có th¬ ghi nh¾ ğßşc thông tin v« th¶i không, nªu kªt hşp v¾i D¸ch Chuy¬n Phù ThÕch thì có th¬ trñc tiªp tr· v« Tiên Gi¾i Linh ThÕch ğã ghi nh¾ v¸ trí trß¾c ğó.",
npctalk4412_10,"Thành Ğô quä th§t là rµng l¾n... Khung cänh · V÷ng Giang L¥u th§t ğ©p... ThÑc ån cûng r¤t ngon. Nhßng ta cäm th¤y thÑc ån · thôn chúng ta vçn là ngon nh¤t... Thôi... nên ği n½i khác tham quan tiªp v§y.",
npctalk4413_10,"Làm vi®c cä ngày r°i thì phäi nghï ng½i thôi... ån chút trái cây...",
npctalk4414_10,"Phäi ği d÷n lÕi ğ¯ng cö khô ğó thôi. G¥n ğây nhæng vi®c lµn xµn sao cÑ liên tiªp xäy ra.",
npctalk4415_10,"Th¯ng lînh cüa b÷n H¡c Mã Hùng ğã giªt chªt con cüa ta. Nªu có v¸ kÏ hi®p nào giúp ta báo thù, ta s¨ tr÷ng thß·ng h§u hînh!",
npctalk4416_10,"Thôn này ğã có t× hàng tråm nåm nay. Th§t ra b÷n H¡c Mã Hùng và chúng ta ğ«u là ngß¶i cùng thôn, nhßng vì lòng tham nên b÷n chúng ğã bán linh h°n cüa mình... ôi... t× ğó v« sau ğÕi nÕn cÑ liên tiªp xäy ra...",
npctalk4417_10,"Ta b¸ mµt tr§n h¡c phong kì lÕ cu¯n ğªn ğây. N½i ğây · ğâu cûng có cß½ng thi và b÷n quái v§t biªn d¸ hü hóa. Th§t là ğáng sş... Có ai có th¬ cÑu ta ra không?",
npctalk4418_10,"Ta là Thiªt Chung ĞÕo Nhân cüa Côn Luân Phái Phi Lai Phong. G¥n ğây ta biªt tin b÷n Thiên Âm Giáo ğªn ğây làm loÕn nên ğªn ğ¬ trş giúp cho thôn dân Mã Hùng Thôn.",
npctalk4420_10,"Ta là Di®u Nh¤t Phu Nhân cüa Nga My Phái. Nghe nói b÷n Thiên Âm Giáo lµng hành · ğây nên ğªn giúp thôn dân Mã Hùng Thôn ch¯ng lÕi b÷n chúng.",
npctalk4421_10,"Ta là Linh Linh TØ phái Võ Ğang. L¾p vãn b¯i các ngß½i có l¨ chßa nghe qua ğÕi danh cüa ta, hãy v« höi sß phø cüa các ngß½i ği... Ha ha ha...",
npctalk4422_3,"Hùng vi TØ Dînh",
npctalk4423_3,"Thß vi Thanh Sách",
npctalk4424_3,"Anh vân tß½ng hµi",
npctalk4425_3,"Th¥n v§t thüy xu¤t",
npctalk4435_10,"Sß phø d£n dò ta ğşi ngß¶i · Tri®u Th¥n Miªu. Nhßng b÷n quái v§t xung quanh Tri®u Th¥n Miªu th§t khiªn ta hiªu kÏ, mu¯n ği xem thØ.",
npctalk4436_10,"B÷n ngß¶i cüa Thiên Âm giáo hay hoÕt ğµng quanh ğây, các v¸ phäi c¦n th§n! Ta · ğây bàn vi®c v¾i chß v¸ kiªm tiên, nªu không có vi®c xin ğ×ng làm phi«n ta.",
npctalk4437_10,"Sß huynh Xích Thành TØ ğã nói h©n g£p ta · ğây. TÕi sao ğã lâu nhß v§y mà chßa ğªn? Phäi chång trên ğß¶ng ği ğã xäy ra chuy®n?",
npctalk4438_10,"Höa Xà Linh Châu trong khu r×ng này chính là thäo dßşc tr¸ nµi thß½ng thßşng ğÆng. Không ng¶ lÕi có · ngay ğây, xem ra nµi thß½ng cüa ta m¤y ngày næa s¨ khöi!",
npctalk4441_3,"Ngày Qu¯c khánh, m÷i ngß¶i ğ«u cäm th¤y vui vë. Vi®c bán qu¯c kÏ cûng vô cùng hßng th¸nh. Nhi«u n½i ğã xäy ra hi®n tßşng thiªu qu¯c kÏ ğ¬ bán. Qu¯c kÏ ch² ta cûng không còn nhi«u, nªu ai có th¬ giúp ta thu th§p qu¯c kÏ, ta s¨ tr÷ng thß·ng cho ngß¶i ğó!",
npctalk4446_14,"Các v¸ ğÕo hæu khi ğªn Thành Ğô hãy ghé qua V÷ng Giang L¥u cüa chúng tôi. N½i ğây phong thanh thüy tú, cänh s¡c mê ngß¶i, là ği¬m d×ng chân lı tß·ng cüa quı quan khách ğây!",
npctalk4447_10,"Ta có bán r¤t nhi«u trang b¸ ch¤t lßşng t¯t! Có ği«u chúng chï thuµc v« nhæng ngß¶i có c¯ng hiªn cho n½i này!",
npctalk446_14,"Ta là con trai cüa thiªt tßşng · H± Träo S½n. Cha bäo ta ğªn ch² cüa bá phø thiªt tßşng Vân Linh S½n ğ¬ h÷c höi. Vân Linh S½n ğúng là n½i t¯t, nhßng nghe nói quái v§t trong Xà Huy®t r¤t lşi hÕi, vì v§y ta mu¯n ği xem thØ. — H± Träo S½n quê ta cûng có mµt c¤m ğ¸a gi¯ng nhß Xà Huy®t g÷i là Ğ¢ng Tu Ğµng, quái v§t bên trong cûng r¤t mÕnh.",
npctalk4483_02_19,"Mãng Thß½ng S½n Yêu Nhân Ğµng Phü",
npctalk4483_13,"Ğây chính là ğß¶ng ra khöi Yêu Nhân Ğµng Phü, ai mu¯n thoát mau ra thôi!!",
npctalk4483_19,"R¶i khöi Yêu Nhân Ğµng Phü",
npctalk4484_02_19,"Mãng Thß½ng S½n Yêu Nhân Ğµng Phü",
npctalk4484_13,"Phía trß¾c có mµt ánh sáng rñc rŞ phát ra, tña h° nhß ğang kêu g÷i ngß½i...",
npctalk4484_19,"Tiªn vào Yêu Nhân Ğµng Phü",
npctalk4504_14,"Ta b¸ mµt tr§n h¡c phong kì lÕ cu¯n ğªn ğây. N½i ğây · ğâu cûng có cß½ng thi và b÷n quái v§t biªn d¸ hü hóa. Th§t là ğáng sş... Có ai có th¬ cÑu ta ra không?",
npctalk4518_14,"Chúc m×ng Giáng sinh, chúc m×ng nåm m¾i!",
npctalk4520_14,"Ha ha! Ta lÕi ğªn r°i ğây... L¥n này ta mang r¤t nhi«u l­ v§t cho các ğÕo hæu!",
npctalk4522_14,"Ha ha! Giáng sinh lÕi ğªn r°i, chúc m÷i ngß¶i Giáng sinh vui vë, ta mang theo r¤t nhi«u quà l­ v§t cho nhæng ğÕo hæu c¤p 10 tr· lên!",
npctalk4584_01_12,"Cái gì mà Lång Lão Anh Hùng Lång Phü chÑ? Theo ta th¤y chï là con rùa rút c±! Ngß½i là ai? Ğªn ğây làm gì? Mau cút ği! Hay là ngß½i mu¯n ra m£t thay cho Lång Phü?",
npctalk4584_01_18,"Thª nào r°i, ğã chu¦n b¸ xong chßa?",
npctalk4584_01_24,"Cút khöi ğây ngay!",
npctalk4584_13,"Lång Phü kh¯n kiªp... Lång Tháo nªu không ch¸u quy thu§n Tr¥n Gia Trang chúng ta, sau này ¡t hÆn s¨ khó tránh h÷a di®t thân!",
npctalk4584_14,"To gan th§t, dám giúp cho Lång Phü ğ¯i ğ¥u v¾i ta! Xem ra nªu không dÕy cho ngß½i mµt bài h÷c, ngß½i s¨ không phøc! Có bän lînh thì ra tay ği!",
npctalk4591_01_12,"Lão già Lång Tháo này th§t cÑng ğ¥u, nh¤t ğ¸nh không ch¸u gä con gái cho ğÕi ca ta! Th§t không hi¬u lão ğang nghî gì mà lÕi t× bö vinh hoa phú quı này!",
npctalk4591_01_18,"Thª nào r°i, ğã chu¦n b¸ xong chßa?",
npctalk4591_01_24,"Cho ngß½i th¤y thñc lñc cüa ta!",
npctalk4591_13,"Tr¥n Gia Trang cüa chúng ta t× sau khi ği theo Li®t Höa Lão T± thì khí thª l¾n mÕnh vô cùng, ğ¬ xem còn ai không ch¸u nghe theo sñ sai khiªn cüa chúng ta?",
npctalk4591_14,"To gan th§t, dám giúp cho Lång Phü ğ¯i ğ¥u v¾i ta! Xem ra nªu không dÕy cho ngß½i mµt bài h÷c, ngß½i s¨ không phøc! Có bän lînh thì ra tay ği!",
npctalk4617_14,"T× sau l¥n giao chiªn v¾i Li®t Höa Lão T±, ta ğã b¸ tr÷ng thß½ng. Vì v§y hi®n tÕi chï có th¬ · ğây tr¸ thß½ng, ch¶ các chính sî kÏ hi®p khác.",
npctalk4618_14,"Ta phäi ği hái g¤p mµt s¯ thäo dßşc. T× sau khi làm m¤t ğan dßşc cüa sß phø, trong lòng ta luôn cäm th¤y b¸ dày vò, vì v§y phäi luy®n mµt viên khác trä lÕi cho ngß¶i.",
npctalk4619_14,"Kính chào khách quan! Ği ğß¶ng ¡t v¤t vä, m¶i vào quán nghï ng½i!",
npctalk4620_14,"Khách quan xin ch÷n món ği Õ, tØu lâu chúng tôi món ngon nào cûng có, giá cä lÕi r¤t hşp lı!",
npctalk4621_14,"Làm thª nào bây gi¶? Tr¥n Gia Trang vì mu¯n b¡t ép ti¬u thß nhà chúng tôi gä cho h¡n nên ğã phái r¤t nhi«u ngß¶i ğªn ğây!",
npctalk4622_14,"Tr¥n Gia Trang này quä thñc chÆng xem ta ra gì! B÷n chúng làm v§y s¨ chÆng th¬ có kªt cøc t¯t ğ©p, ta s¨ phát ğµng ğÕo hæu tam gi¾i cho chúng mµt bài h÷c!",
npctalk4623_14,"Ta b¸ b÷n ác nhân g¥n Ğ¾i Gia Trß¶ng ğánh tr÷ng thß½ng, trß¾c ğây ta chßa t×ng g£p b÷n chúng, b÷n chúng ¡t chÆng phäi là ngß¶i cüa Ğ¾i Gia Trß¶ng!",
npctalk4624_14,"G¥n ğây thôn dân Ğ¾i Gia Trß¶ng chúng ta hay b¸ ngß¶i khác Ñc hiªp, sau khi ği«u tra biªt ğßşc ğó là ngß¶i cüa Tr¥n Gia Trang... B÷n chúng r¯t cuµc ğ¸nh làm gì?",
npctalk4625_14,"Nghe nói Tr¥n Gia Trang và Læ Thôn có câu kªt v¾i nhau, xem ra Ğ¾i Gia Trß¶ng s¡p có phi«n phÑc r°i...",
npctalk4626_14,"Ta là ông chü cüa chş này, ch² chúng ta có th¬ cung c¤p cho ngß½i mµt s¯ v§t ph¦m c¥n dùng.",
npctalk4627_14,"G¥n ğây n½i này xu¤t hi®n nhi«u ğÕo t£c, nghe nói chúng t× Trß¶ng Sa chÕy ğªn ğây, b÷n ğÕo t£c bây gi¶ r¤t hung ác, chúng ta không dám r¶i khöi n½i này.",
npctalk4628_14,"S¯ng trên ğ¶i ğã lâu nhß v§y, không ng¶ nhæng nåm cu¯i ğ¶i lÕi g£p phäi nhi«u chuy®n phi«n phÑc nhß thª, ôi...",
npctalk4629_14,"N½i này r¤t nguy hi¬m, b÷n ngß¶i trong Læ Thôn ğang ngày ğêm t§p luy®n, ngß½i phäi c¦n th§n.",
npctalk4630_14,"Ngøy Thanh ğoán Ğ¾i Gia Trß¶ng s¨ xäy ra chuy®n nên bäo ta ğªn tß½ng trş m÷i ngß¶i. Ngß½i là ai? Nªu không phäi là ngß¶i ğ°ng ğÕo thì xin hãy quay v« ği, n½i này r¤t nguy hi¬m!",
npctalk4631_14,"CÑu ta... cÑu ta v¾i... Ta b¸ b÷n yêu quái kì d¸ trong Yêu Nhân Ğµng Phü ğä thß½ng...",
npctalk4637_14,"V§n may liên tiªp, cung hÖ phát tài!",
npctalk4643_14,"Chúc m÷i ngß¶i nåm m¾i vui vë! Chúc m÷i ngß¶i vÕn sñ nhß ı!",
npctalk4650_14,"Ta có bán r¤t nhi«u trang b¸ ch¤t lßşng t¯t! Có ği«u chúng chï thuµc v« nhæng ngß¶i ğã t×ng c¯ng hiªn cho T× Vân Tñ!",
npctalk4666_14,"Lû ngu ng¯c các ngß½i lÕi dám ğ¯i ğ¥u v¾i ta ß?! Có giöi thì ğánh bÕi 3 thuµc hÕ cüa ta trß¾c ğã, hahahah",
npctalk4669_02_19,"Quª Hoa S½n H°ng Hoa Ğµng",
npctalk4669_13,"Ğây chính là l¯i vào Quª Hoa S½n H°ng Hoa Ğµng! Ngß½i ğã sÇn sàng chßa?",
npctalk4669_19,"Tiªn vào Quª Hoa S½n H°ng Hoa Ğµng",
npctalk4670_02_19,"Quª Hoa S½n H°ng Hoa Ğµng",
npctalk4670_13,"L¯i ra · ngay ğây! Mau r¶i khöi thôi!",
npctalk4670_19,"R¶i khöi Quª Hoa S½n H°ng Hoa Ğµng",
npctalk4695_14,"Dân làng · Thiên Hóa Thôn th§t ğông ğúc quá, h½n hÆn cä Nga My S½n chúng ta. Ngß½i höi ta ğÑng mµt mình · ğây làm gì ß? Khà khà, ta ğang ch¶ ğÕo hæu cüa ta hµ t¯ng lên núi ğây mà... H×m, dÕo này b÷n Ma Giáo lµng hành l¡m, m÷i ngß¶i nh¾ th¦n tr÷ng à nha!",
npctalk4696_14,"Sß huynh b¸ ti¬u nhân ám hÕi, chªt không nh¡m m¡t! HÑa Phi Nß½ng ta nh¤t ğ¸nh phäi trä m¯i h§n này!",
npctalk4777_02_19,"Ngß Th¥n Ğµng Th¤t Tinh Ğài",
npctalk4777_13,"Ğây là cØa vào Th¤t Tinh Ğài! Ngß½i ğã sÇn sàng chßa?",
npctalk4777_19,"Tiªn vào Ngß Th¥n Ğµng Th¤t Tinh Ğài",
npctalk4778_02_19,"Ngß Th¥n Ğµng Th¤t Tinh Ğài",
npctalk4778_13,"Ğây là cØa ra! Hãy mau mau r¶i khöi!",
npctalk4778_19,"R¶i khöi Ngß Th¥n Ğµng Th¤t Tinh Ğài",
npctalk4847_02_19,"Vån Chu Ğµng",
npctalk4847_13,"CØa ra · phía này! Nhanh chân r¶i khöi mau!",
npctalk4847_19,"R¶i khöi Vån Chu Ğµng",
npctalk4848_02_19,"Vån Chu Ğµng",
npctalk4848_13,"Ğây là cØa vào Vån Chu Ğµng! Ngß½i ğã sÇn sàng chßa?",
npctalk4848_19,"Tiªn vào Vån Chu Ğµng",
npctalk4885,"N½i ğây là mµt thôn trang náo nhi®t, nhßng ph§t pháp tu hành s¨ khiªn cho nhân tâm thanh t¸nh.",
npctalk4886,"Gió nh© thoäng qua, lá cây lay ğµng. ĞÕo hæu, hi v÷ng ta có th¬ giúp ğßşc ngß½i.",
npctalk4887,"Vi®c bay lßşn luôn mang ğªn cho ta nhæng suy nghî sáng tÕo và tâm trÕng thoäi mái.",
npctalk4889,"Giáng Sinh vui vë! ĞÕo hæu có th¬ ğªn g£p ta ğ¬ nh§n l­ v§t Giáng Sinh.",
npctalk4918,"Chúc quı ğÕo hæu nåm m¾i nhi«u may m¡n và s¾m tr· thành ğÕi hi®p tròn tr¸a nhß ta trong Thøc S½n KÏ Hi®p này! Khà khà",
help_jingjichangguize,"Th¶i gian cüa m²i l¥n thi ğ¤u PVP là 1 gi¶, c¤p ğµ cüa quái v§t do h® th¯ng ği«u chïnh dña vào c¤p ğµ cüa nhóm.

Hình thÑc thi ğ¤u nhóm: Sau khi ngß¶i ch½i l§p nhóm và tham gia thi ğ¤u, m²i 3 phút h® th¯ng s¨ tñ ğµng s¡p xªp 2 nhóm có c¤p ğµ tß½ng ğß½ng nhau ğ¬ thi ğ¤u v¾i nhau.

C¤p ğµ thi ğ¤u PVP: C¤p ğµ thi ğ¤u PVP khi m¾i b¡t ğ¥u là c¤p 1, nhóm thi ğ¤u cÑ m²i ğÕt ğßşc 500 ği¬m s¨ ğßşc thång 1 c¤p PVP.

Ği¬m thß·ng thi ğ¤u PVP nhóm: M²i nhóm l¥n ğ¥u tiên tham gia thi ğ¤u PVP ğ«u có 1000 ği¬m thi ğ¤u. Vào m²i sáng Chü Nh§t, h® th¯ng s¨ tính toán sau ğó xoá s¯ ği¬m thi ğ¤u này, s¯ lßşng ği¬m thi ğ¤u nhóm änh hß·ng ğªn ği¬m thi ğ¤u cá nhân.

Cách nh§n ği¬m thß·ng nhóm:  Phäi ğánh ğ± ğßşc Sinh M®nh Chi Thø cüa ğ¯i phß½ng khi thi ğ¤u nhóm m¾i nh§n ğßşc ği¬m thi ğ¤u nhóm, nªu ğang ch½i mà thoát ra thì s¨ không nh§n ğßşc ği¬m, gi¾i hÕn t¯i ğa cho m²i tr§n là 200 ği¬m, t¯i thi¬u là 20 ği¬m. Gi¾i hÕn tr× ği¬m cao nh¤t khi thua là 100 ği¬m, th¤p nh¤t là 10 ği¬m.

Quyªt ğ¸nh th¡ng bÕi: sau khi kªt thúc th¶i gian 1 gi¶, h® th¯ng s¨ tính ği¬m thi ğ¤u cüa hai bên, bên có ği¬m cao h½n s¨ giành chiªn th¡ng, nªu hai bên có ği¬m thi ğ¤u b¢ng nhau thì ph¥n th¡ng s¨ thuµc v« bên tiêu di®t ğßşc nhi«u ngß¶i ch½i cüa ğ¯i phß½ng h½n, nªu s¯ lßşng này cûng b¢ng nhau thì ngß¶i th¡ng do h® th¯ng ngçu nhiên ch÷n.

HÕn chª s¯ l¥n thi ğ¤u: M²i ngày chï ğßşc tham gia t¯i ğa 10 l¥n.",
help_jingjichangjifen,"C¤p ğµ thi ğ¤u cá nhân: M²i ngß¶i ch½i khi l¥n ğ¥u tham gia PVP s¨ có c¤p ğµ PVP

Tính ği¬m thi ğ¤u cá nhân: M²i tu¥n khi h® th¯ng tính ği¬m PVP, s¨ cån cÑ vào c¤p ğµ nhóm cüa ngß¶i ch½i nhân cho 50 ğ¬ t£ng ği¬m thß·ng tß½ng Ñng cho m²i cá nhân.

Ngß¶i ch½i có ği¬m thi ğ¤u nhóm nhö h½n 1000 s¨ không nh§n ğßşc ği¬m thß·ng cá nhân.

Cách dùng ği¬m thß·ng cá nhân: Ği¬m thß·ng cá nhân có th¬ tích luÛ ğ¬ ğ±i l¤y các trang b¸ c¥n thiªt cho vi®c thi ğ¤u.",
help001_07a,"Quy t¡c Tu Luy®n Trß¶ng",
help001_07b,"Ği¬m thi ğ¤u",
npctalk2070,"Nguy®t Long Thôn ğang ğ¯i di®n v¾i vòng vây uy hiªp cüa Bách Man S½n Nam Phß½ng Ma Giáo và TÑ Môn S½n Yêu ĞÕo, r½i vào cänh qu¥n ma bao phü, náo loÕn tÑ b«. Do b¸ yêu pháp mê ho£c, khá nhi«u thôn dân ğã tôn sùng b÷n Ma ğ° cüa Bách Man S½n nhß nhæng v¸ th¥n thánh, lÕi giúp chúng ngån cän bß¾c tiªn cüa nhân sî chánh phái khi h÷ có nhã ı cÑu giúp. Tuy nhiên vçn còn mµt s¯ ít thôn dân tïnh táo, luôn mong ß¾c t¯ng c± b÷n yêu ğÕo này ra khöi thôn b¢ng cách liên thü v¾i Kiªm Tiên Trß·ng Lão cüa Ngû ğÕi chánh phái. Th×a lúc Løc Bào Lão T± tÕi T× Vân Tñ b¸ tr÷ng thß½ng, các kÏ hi®p ğã chung sÑc quyªt tâm san b¢ng Bách Man S½n, tiêu di®t t§n g¯c Løc Bào Lão T±.",
npctalk4937,"Bé khác v¾i nhæng ti¬u ğ°ng b¸ b¡t giæ khác, bé là ngß¶i ğßşc Trß·ng Lão giao nhi®m vø ğªn Ngân H° Ğµng. KÏ hi®p nªu có cách hãy nhanh chóng cÑu bé ra ngoài.",
npctalk4938_13,"TÑ Môn S½n Ngân H° Ğµng có cØa vào tÕi ğây, các kÏ hi®p hãy c¦n th§n. Ğß¶ng ği l¡t léo, khó khån vô cùng.",
npctalk4938_19,"Tiªn vào Ngân H° Ğµng",
npctalk4938_02_19,"TÑ Môn S½n Ngân H° Ğµng",
npctalk4939_13,"Th×a lúc vi®n binh chßa ğªn, hay mau chóng r¶i khöi ğây và báo tin ch² này cho m÷i ngß¶i biªt.",
npctalk4939_19,"R¶i khöi Ngân H° Ğµng",
npctalk4939_02_19,"TÑ Môn S½n Ngân H° Ğµng",
npctalk4961,"Th§t chán chß¶ng! CÑ thª thì có lúc ch¥u Diêm Vß½ng s¾m mà thôi! Ta ğã xem th¤u m÷i vi®c r°i, l¶i hÑa suông thì chÆng nên tin!",
npctalk4962,"Tiªc r¢ng ta tài hèn sÑc m÷n, tß ch¤t kém cöi, nªu có th¬ góp chút sÑc lñc thì ta có hy sinh cûng nguy®n.",
npctalk4963,"Cho dù cä thiên hÕ ğ«u ğã b¸ yêu ma thao túng thì ta vçn quyªt tâm hoàn thành nhi®m vø cüa Trß·ng Lão.",
npctalk4964,"Nguy®t Long Kim Liên, Th§p Nh¸ Kim Tiên cüa Xi¬n Giáo.. Ğ«u là chuy®n xßa r°i nhßng lão nÕp vçn không cam lòng. Biªt khi nào m¾i ğßşc chÑng kiªn cänh sau c½n mßa, tr¶i lÕi sáng?",
npctalk4965,"Hehehe, ch¾ vµi xem thß¶ng nhæng kë ti¬u nhân nhß ta. Nên biªt t× c± chí kim, biªt bao ğÕi sñ ğµng tr¶i ğ«u là do ti¬u nhân khu¤y ğµng mà ra!",
npctalk4966,"Lão phu chï có m¤y loÕi thäo dßşc tr¸ ğao thß½ng t¥m thß¶ng, không th¬ sánh b¢ng tiên dßşc cüa các tiên gia. Không có gì thì ğ×ng ğªn phi«n lão næa.",
npctalk4967,"Ti¬u ğ® chï là tên thiªt tßşng nhö nhoi. Trong su¯t nhæng tháng nåm qua phäi s¯ng trong cänh mù m¶ m¾i có th¬ thoát nÕn chªt. KÏ hi®p có gì c¥n sØa không?",
npctalk4975_01_12,"Lû ngß¶i Ma Giáo cÑ nghî chúng ta ğ«u là nhæng kë ngu muµi, chï c¥n gi· chút yêu phép thì nghî r¢ng ai cûng s¨ b¸ mê ho£c tín süng; ğ×ng có m½, chúng ta ğây chï ğang ch¶ c½ hµi ğ¬ ğánh cho lû yêu ma tan tác.",
npctalk4975_13,"B÷n Yêu ma t£c tØ lÕi có tham v÷ng ğ°ng hóa t¤t cä thôn dân ğ¬ chúng ta tr· thành nhæng con r¯i cho chúng ği«u khi¬n. Ğâu có d­ v§y, bß¾c qua xác ta r°i hãy nói!",
npctalk4975_14,"Các hÕ có hÑng thú so tài không? Có gì bÑc xúc thì cÑ tr± tài ra hªt nhé!",
npctalk4975_01_18,"Sao r°i, chu¦n b¸ xong chßa?",
npctalk4975_01_24,"Haha, có tài cán gì cÑ ğßa ra hªt ği!",
npctalk4979_01_12,"Lû ngß¶i Ma Giáo cÑ nghî chúng ta ğ«u là nhæng kë ngu muµi, chï c¥n gi· chút yêu phép thì nghî r¢ng ai cûng s¨ b¸ mê ho£c tín süng; ğ×ng có m½, chúng ta ğây chï ğang ch¶ c½ hµi ğ¬ ğánh cho lû yêu ma tan tác.",
npctalk4979_13,"B÷n Yêu ma t£c tØ lÕi có tham v÷ng ğ°ng hóa t¤t cä thôn dân ğ¬ chúng ta tr· thành nhæng con r¯i cho chúng ği«u khi¬n. Ğâu có d­ v§y, bß¾c qua xác ta r°i hãy nói!",
npctalk4979_14,"Các hÕ có hÑng thú so tài không? Có gì bÑc xúc thì cÑ tr± tài ra hªt nhé!",
npctalk4979_01_18,"Sao r°i, chu¦n b¸ xong chßa?",
npctalk4979_01_24,"Haha, có tài cán gì cÑ ğßa ra hªt ği!",
npctalk4988_01_12,"Lû ngß¶i Ma Giáo cÑ nghî chúng ta ğ«u là nhæng kë ngu muµi, chï c¥n gi· chút yêu phép thì nghî r¢ng ai cûng s¨ b¸ mê ho£c tín süng; ğ×ng có m½, chúng ta ğây chï ğang ch¶ c½ hµi ğ¬ ğánh cho lû yêu ma tan tác.",
npctalk4988_13,"B÷n Yêu ma t£c tØ lÕi có tham v÷ng ğ°ng hóa t¤t cä thôn dân ğ¬ chúng ta tr· thành nhæng con r¯i cho chúng ği«u khi¬n. Ğâu có d­ v§y, bß¾c qua xác ta r°i hãy nói!",
npctalk4988_14,"Các hÕ có hÑng thú so tài không? Có gì bÑc xúc thì cÑ tr± tài ra hªt nhé!",
npctalk4988_01_18,"Sao r°i, chu¦n b¸ xong chßa?",
npctalk4988_01_24,"Haha, có tài cán gì cÑ ğßa ra hªt ği!",
npctalk4995_01_12,"Lû ngß¶i Ma Giáo cÑ nghî chúng ta ğ«u là nhæng kë ngu muµi, chï c¥n gi· chút yêu phép thì nghî r¢ng ai cûng s¨ b¸ mê ho£c tín süng; ğ×ng có m½, chúng ta ğây chï ğang ch¶ c½ hµi ğ¬ ğánh cho lû yêu ma tan tác.",
npctalk4995_13,"B÷n Yêu ma t£c tØ lÕi có tham v÷ng ğ°ng hóa t¤t cä thôn dân ğ¬ chúng ta tr· thành nhæng con r¯i cho chúng ği«u khi¬n. Ğâu có d­ v§y, bß¾c qua xác ta r°i hãy nói!",
npctalk4995_14,"Các hÕ có hÑng thú so tài không? Có gì bÑc xúc thì cÑ tr± tài ra hªt nhé!",
npctalk4995_01_18,"Sao r°i, chu¦n b¸ xong chßa?",
npctalk4995_01_24,"Haha, có tài cán gì cÑ ğßa ra hªt ği!",
npctalk5002_01_12,"Lû ngß¶i Ma Giáo cÑ nghî chúng ta ğ«u là nhæng kë ngu muµi, chï c¥n gi· chút yêu phép thì nghî r¢ng ai cûng s¨ b¸ mê ho£c tín süng; ğ×ng có m½, chúng ta ğây chï ğang ch¶ c½ hµi ğ¬ ğánh cho lû yêu ma tan tác.",
npctalk5002_13,"B÷n Yêu ma t£c tØ lÕi có tham v÷ng ğ°ng hóa t¤t cä thôn dân ğ¬ chúng ta tr· thành nhæng con r¯i cho chúng ği«u khi¬n. Ğâu có d­ v§y, bß¾c qua xác ta r°i hãy nói!",
npctalk5002_14,"Các hÕ có hÑng thú so tài không? Có gì bÑc xúc thì cÑ tr± tài ra hªt nhé!",
npctalk5002_01_18,"Sao r°i, chu¦n b¸ xong chßa?",
npctalk5002_01_24,"Haha, có tài cán gì cÑ ğßa ra hªt ği!",
npctalk5011,"Huhu.. Bên ngoài có nhi«u yêu quái chuyên b¡t trë con ğem nh¯t vào cüi t¯i om.. Có v¸ kÏ hi®p häo tâm nào cÑu giúp không? Huhuhu!",
npctalk5013,"G¥n ğây thiên th¶i b¤t lşi, yêu ma hoành hành, ¦n n¤p trong bóng t¯i; cänh báo cho chúng thôn dân phäi ğ« cao cänh giác, giäm thi¬u xu¤t ngoÕi! Hãy ghi nh¾!",
npctalk5014,"Sau khi thi tri¬n phép thu§t Nguyên Th¥n Xu¤t NgoÕi, có th¬ nghe rõ nhæng tiªng rên rï khüng khiªp cüa b÷n yêu ma Bách Man S½n, khiªn lòng ngß¶i tê tái..",
