"ID","name","desc","talk_pre","talk_accept","talk_doing","talk_finish","task_failed","","","","","","",""
"24","L¶i höi thåm cüa lão hæu","Nh§n l¶i nh¶ vä cüa T« Linh Vân, xu¯ng núi höi thåm ğÕo hæu.","$username$, ta có mµt ğÕo hæu · Thiên Hóa Thôn dß¾i chân núi, mai danh ¦n tánh ğã nhi«u nåm. Ti«n Tr¥n tØ viªt thß nói r¢ng b÷n S½n Lang g¥n Thiên Hóa Thôn ğµt nhiên tr· nên hung dæ, änh hß·ng ğªn ğ¶i s¯ng cüa thôn dân. Nhân c½ hµi hÕ s½n l¥n này, ngß½i hãy giúp ta chuy¬n thß này cho ğÕo hæu · trong Thiên Hóa Thôn.","CÑ ği xu¯ng núi s¨ ğªn Thiên Hóa Thôn. Trên ğß¶ng ği nh¾ c¦n th§n b÷n S½n Lang.","Thß tín phi«n ngß½i gØi hµ. G¥n ğây · Thiên Hóa Thôn có r¤t nhi«u chuy®n kÏ lÕ xäy ra!","$username$ quä nhiên xu¤t thân t× tiên gia m®nh môn, công lñc phi phàm. Hãy ği dÕo quanh thôn, biªt ğâu có ngß¶i c¥n giúp ğŞ.","ChÆng qua chï là g·i mµt lá thß thôi mà! Ngay cä vi®c ğ½n giän nhß v§y cûng không th¬ tñ mình hoàn thành sao?","","","","","","",""
"25","Kh¦u Lß½ng cüa Thôn Dân","Giúp ğŞ thôn dân thu th§p Ma Cô làm kh¦u lß½ng","l¥n này b÷n thú trong thôn b²ng dßng tính khí b¤t thß¶ng, hung hång tàn bÕo. Chúng bao vây Thôn Trang, dçn ğªn thiªu th¯n lß½ng thñc. Phía Tây và ngoÕi ô tây Nam cüa Thiên Hóa Thôn có mµt loÕi ma cô, mùi v¸ r¤t ngon, sau khi ån có th¬ giäi ğói khát trong th¶i gian dài, $username$, hãy giúp ta tìm mµt ít Ma Cô Bào TØ v« ğây!","LoÕi Ma Cô ğó màu s¡c sáng ğ©p, r¤t d­ nh§n ra, nhßng khi hái s¨ tiªt ra ğµc dßşc, phäi hªt sÑc c¦n th§n","ğã hái ğßşc bao nhiêu ma cô r°i? Ti¬u Ma Cô thì · phía tây Thiên Hóa Thôn còn ĞÕi Ma Cô lÕi · sâu trong phía tây, ğ×ng ği nh¥m ğß¶ng","T¯t quá r°i, bây gi¶ có th¬ yên tâm v« vi®c thiªu lß½ng thñc r°i.","Quä nhiên ngß½i chÆng phäi là ngß¶i có th¬ nh¶ vä ğßşc!","","","","","","",""
"26","Khí TÑc Tà Linh","Thş sån Thiên Hóa Thôn mu¯n nh¶ ngß½i giúp tiêu di®t Ti¬u Báo · phía ğông Thiên Hóa Thôn b¸ ác linh xâm nhi­m.","G¥n ğây các loài dã thú b²ng nhiên tr· nên hung ác, nhæng loài d­ dàng sån b¡t trß¾c ğây thì bây gi¶ cûng tr· nên tà d¸ lÕ thß¶ng, nhß b¸ ác linh nh§p v§y, thş sån chúng ta không dám ra ngoài sån b¡t, nªu ngß½i có dûng khí thì hãy giúp ta tiêu di®t ğám Ti¬u Báo · ngoÕi ô phía Tây ğßşc không?","B÷n thú này không màng ğªn h§u quä mà chúng gây ra, chï có tiêu di®t chúng mµt cách tri®t ğ¬ m¾i có th¬ ngån ch£n h÷a thß½ng thân.","B÷n Ti¬u Báo t§p trung · g¥n thôn, ra khöi cØa Ğông là th¤y.","Ğã hoàn thành nhi®m vø r°i à? Th§t cäm kích. Nhßng b÷n thú ğó quä th§t khiªn ta lo l¡ng.","Xem ra ta phäi ğích thân ği r°i. Ngß½i hãy ğªn Thø Lâm tu luy®n ği!","","","","","","",""
"27","Thß½ng Dßşc","Dßşc sß Thiên Hóa Thôn phái các kÏ hi®p ği tìm Ti¬u Song Ğ¥u Xà Huyªt Thanh v« làm dßşc dçn tr¸ thß½ng cho thôn dân.","Trong thôn có r¤t nhi«u thôn dân b¸ dã thú t¤n công, vªt thß½ng r¤t n£ng. L¥n trß¾c Ğµng Phü Tiên Sß ğã t×ng ghé qua thåm m÷i ngß¶i, phát hi®n vªt thß½ng ğã b¸ nhi­m ğµc Ác Linh, phäi l¤y ğµc tr¸ ğµc, m¾i mau lành b®nh. Vì thª m÷i ngß¶i phäi tìm Song Ğ¥u Xà Huyªt Thanh · phía nam ğ¥m H° Linh ğem v« làm dßşc dçn (-160;417). $username$, chúng ta c¥n sñ giúp ğŞ cüa ngß½i!","G¥n ğ¥m H° Linh là n½i t§p trung cüa nhi«u loÕi Xà Tinh, cái chúng ta c¥n là huyªt thanh cüa Ti¬u Song Ğ¥u Xà. ","Ği t× c±ng thành phía tây là ğªn ğ¥m H° Linh, nhßng phäi ği qua phía tây Thiên Hóa Thôn","Có ğßşc dßşc dçn này, thôn dân ğßşc cÑu r°i, ğa tÕ ngß½i!","Xem ra ta phäi ğích thân ği r°i. Ngß½i hãy ğªn Thø Lâm tu luy®n ği!","","","","","","",""
"28","Gieo R¡c Ôn D¸ch","Thş sån Thiên Hóa Thôn üy thác cho các kÏ hi®p ği tiêu di®t b÷n H¡c Báo phía Ğông Nam Thiên Hóa Thôn","$username$, thôn dân ğang tñ t§p hşp thành nhóm ğ¬ tiêu di®t b÷n dã thú ğang hoành hành quanh thôn, trß¾c m¡t là tiêu di®t H¡c Báo · phía ğông nam Thiên Hóa Thôn, nªu ngß½i có th¶i gian thì hãy tham gia v¾i h÷. ","Trß¾c ğây Ti¬u H¡c Báo s¯ng tÕi phía ğông H¡c Tâm thäo nguyên, l¥n này ğµt nhiên ğªn g¥n thôn ta, th§t là không th¬ hi¬u ğßşc.","Ra khöi cØa ğông, ği theo hß¾ng nam cüa Thiên Hóa thôn là có th¬ g£p Ti¬u H¡c Báo.","An toàn cüa thôn dân ğ«u dña vào sñ bäo v® cüa m÷i ngß¶i, $username$, v¤t vä cho ngß½i. Ğây là chút ti«n thß·ng, ngß½i hãy nh§n l¤y.","Xem ra ta phäi ğích thân ği r°i. Ngß½i hãy ğªn Thø Lâm tu luy®n ği!","","","","","","",""
"29","U Linh Du Ğãng","Ğªn H¡c Tâm thäo nguyên, tiêu di®t b÷n U Linh ğang s¯ng ¦n d§t tÕi ğó ","Theo ği«u tra cüa thôn dân, nguyên nhân chü yªu khiªn cho dã thú n±i loÕn là do änh hß·ng cüa U linh · phía tây H¡c Tâm thäo nguyên. Chúng gi¯ng nhß ng÷n lØa quÖ b§p bùng, ğ¯i v¾i quái v§t này chúng ta th§t hªt cách. $username$, hãy tiêu di®t U Linh, giúp thôn chúng ta giäi quyªt tri®t ğ¬ v¤n nÕn cüa dã thú ","T× phía ğông Thiên Hóa Thôn tiªp tøc ği v« hß¾ng ğông s¨ ğªn khu tây cüa H¡c Tâm thäo nguyên","U linh khác v¾i dã thú thß¶ng ngày mà chúng ta s¡n b¡t, phäi ğ¯i m£t v¾i nhæng yêu quái không có sinh m®nh này, chúng ta có vë yªu thª ","Quä nhiên U Linh chính là nguyên nhân gây r¯i loÕn · dã thú, sñ vi®c ngày càng kÏ lÕ, cách ğây r¤t lâu vào mµt ğêm mây ğen v¥n vû, có nhi«u tia sét ğã ğánh xu¯ng H¡c Tâm thäo nguyên, t× ğó U linh gi¯ng nhß læ quÖ xu¤t hi®n, ğám dã thú cûng b¡t ğ¥u tr· nên b¤t thß¶ng, ta nghî phía sau vø này nh¤t ğ¸nh còn nhi«u ği«u phÑc tÕp h½n.","Ngay cä $username$ cûng không th¬ dña vào, chúng ta biªt hy v÷ng vào ai ğây?","","","","","","",""
"30","Thôn Kh¦u Lßu Phï ","Giúp ğŞ thôn dân ğánh ğu±i b÷n Lßu Phï hoÕt ğµng · phía nam Thiên Hóa Thôn, ğä thông con ğß¶ng ği v« hß¾ng nam.","$username$, nªu ngß½i mu¯n xu¤t phát t× hß¾ng nam thì phäi hªt sÑc c¦n th§n, vì g¥n ğây trong thôn xu¤t hi®n r¤t nhi«u Phï Ğ° t¤n công ngß¶i qua lÕi. Thôn dân ta luôn g£p rüi ro, lÕi không có ai ğü khä nång ğánh ğu±i chúng, nªu có th¬, phi«n ngß½i giúp chúng ta mµt tay.","Ği t× cØa nam là g£p b÷n Lßu Phï, chúng r¤t ğông, phäi hªt sÑc c¦n th§n.","Tình hình b÷n Lßu Phï thª nào r°i?","R¯t cuµc là ğÕo lı gì? Ğ¥u tiên là dã thú làm loÕn, tiªn ğªn là b÷n Lßu Phï..., dù sao ği næa ta cûng thay m£t dân làng ğa tÕ ngß½i.","Xem ra ta phäi ğích thân ği r°i. Ngß½i hãy ğªn Thø Lâm tu luy®n ği!","","","","","","",""
"31","Dßşc Li®u Giäi Ğµc","Dßşc sß Thiên Hóa Thôn phát hi®n ra Kim Giáp Mãng Xà Ğäm có tác døng giäi ğµc r¤t t¯t, phi«n ngß½i ğªn ğ¥m H° Linh mang v« ","$username$, theo nghiên cÑu cüa ta, Kim Giác mãng Xà Ğäm có tác døng t¯t h½n cä Ti¬u Song Ğ¥u Xà (-195;545), có th¬ tr¸ ğµc cho thôn dân r¤t hi®u quä, phi«n ngß½i hãy giúp ta ği mµt chuyªn","Kim Giác Mãng còn lşi hÕi h½n cä Ti¬u Song Ğ¥u, xin hãy c¦n th§n.","Kim Giác Mãng Xà · ğ¥m H° Linh, nh¾ ği t× cØa ğông.","Xà Ğäm xem ra còn tß½i, s¯ lßşng cûng ğü, ta tin r¢ng hi®u quä bào chª dßşc li®u s¨ r¤t t¯t, xin ğa tÕ ngß½i. ","Không có Xà Ğäm, e r¢ng m÷i ngß¶i s¨ tØ vong!","","","","","","",""
"32","Thäo Nguyên Sài Lang","Thäo Nguyên Sài Lang ğa ph¥n ğ«u cß trú · H¡c Tâm thäo nguyên, phäi ği vào H¡c Tâm thäo nguyên, sau ğó tiêu di®t Sài Lang.","Vài thôn dân ğªn H¡c Tâm thäo nguyên tìm hi¬u lı do n±i loÕn cüa dã thú, thì g£p phäi ğám Sài Lang. H÷ ğang ch¯ng trä quyªt li®t và ğang yªu thª, $username$, ngß½i hãy mau ği giúp h÷. ","Ği t× cØa ğông là có th¬ ğªn H¡c Tâm thäo nguyên.","Sao vçn chßa ği?","Tiêu di®t xong b÷n Sài Lang b¸ tà linh kh¯ng chª này là chúng ta ğã tiªn thêm mµt bß¾c næa ğªn g¥n chân tß¾ng cüa m÷i biªn d¸ ğang xäy ra g¥n ğây","Xem ra ta phäi ğích thân ği r°i. Ngß½i hãy ğªn Thø Lâm tu luy®n ği!","","","","","","",""
"33","Thanh Tr× Cß¶ng ĞÕo","Thiªt Tßşng cØ ngß½i tiêu di®t b÷n Cß¶ng ğÕo · phía nam Thiên Hóa Thôn, sÇn ti®n có th¬ quan sát cách chúng phân b¯ thª lñc nhß thª nào.","$username$, ğa tÕ ngß½i ğã ğánh ğu±i ğßşc b÷n Lßu Phï, nhßng theo nhß vài thôn dân v« báo lÕi thì nhóm cß¶ng ğÕo ğang hoành hành không chï có nhóm Lßu Phï, bên ngoài Thiên Hóa thôn còn có r¤t nhi«u nhóm cß¶ng ğÕo khác. Xem ra thª lñc cüa chúng r¤t mÕnh! Chúng ta c¥n phäi giáo hu¤n cho chúng thêm mµt bài h÷c næa, vi®c này phäi phi«n ğªn ngß½i r°i.","Dß¶ng nhß b÷n chúng ğã thành l§p doanh trÕi ğ¬ c¤t gi¤u các tang v§t, t¯t nh¤t là phäi ği«u tra kÛ trß¾c.","Chúng t§p trung tÕi ngoÕi viên phía nam Thiên Hoa Thôn.","Ngß½i nói sao? B÷n cß¶ng ğÕo ğúng là ğã thành l§p doanh trÕi r°i à? Nhß v§y là ğß¶ng ği v« phía nam cûng ğã b¸ b÷n chúng chiªm lînh? Phäi làm sao ğây? Ğa s¯ gia ph¦m thß¶ng nh§t cüa chúng ta ğ«u ğßşc v§n chuy¬n ğªn t× hß¾ng nam.","Xem ra ta phäi ğích thân ği r°i. Ngß½i hãy ğªn Thø Lâm tu luy®n ği!","","","","","","",""
"34","Phi Xà Siêu T¯c","Chúng ta vçn tiªp tøc giao tranh v¾i phe Tà Linh, nhßng khu vñc do Phi Xà chiªm cÑ ğã gây không ít cän tr· ğªn tiªn ğµ cüa cuµc chiªn.","$username$, chúng ta phát hi®n con Phi Xà kh±ng l° trong H¡c Tâm thäo nguyên, nó t¤n công m÷i ngß¶i nhanh nhß s¤m ch¾p, r¤t khó di®t tr×, v¾i tß cách là mµt v¸ kÏ hi®p trßşng nghîa, ngß½i hãy mau ği giúp sÑc, tiêu tr× tà d¸.","Phäi chú ı khä nång t¤n công xa cüa b÷n Phi Xà. Cách t¯t nh¤t là công kích nhân lúc chúng không ğ« phòng chÑ không nên t¤n công trñc di®n.","H¡c Tâm Thäo Nguyên · phía ğông cüa thôn, mau ği ği!","Hä! Thì ra con Phi Xà dài ğªn ng¥n này ß? Trß¾c gi¶ ta chßa t×ng th¤y quái v§t nào to l¾n ğªn nhß v§y. Vì l¨ nào mà b÷n chúng lÕi mò ğªn ğây? ","Xem ra ta phäi ğích thân ği r°i. Ngß½i hãy ğªn Thø Lâm tu luy®n ği!","","","","","","",""
"35","Cuµc Chiªn Cu¯i Cùng","$username$, cu¯i cùng cûng ğã ğªn H¡c Tâm Thäo Nguyên, tiêu di®t H¡c Báo ğang hµ v® cho Tà Linh!","Qua nhæng n² lñc gian kh±, cu¯i cùng cûng ğã ğªn ğßşc n½i ğây. L¥n này chúng ta s¨ phäi ğ¯i m£t v¾i H¡c Báo hung tàn, chúng còn mÕnh h½n nhæng yêu quái chúng ta t×ng giao chiªn. Có th¬ chiªn th¡ng tà linh hay không là phø thuµc vào tr§n chiªn này, ta nghî ngß½i s¨ cùng ta sát cánh v¾i phe chính nghîa?","H¡c Báo có nhi®m vø thü v® cho Tà Linh nên có nång lñc ğ£c bi®t t× Tà Linh, nh¤t ğ¸nh phäi hªt sÑc c¦n th§n.","H¡c Báo vô cùng nguy hi¬m, c¦n th§n là trên hªt, ta không mu¯n nhìn th¤y thi th¬ cüa ngß½i khi tr· v«.","Ğã tiêu di®t b÷n H¡c Báo r°i sao? Có l¨ chúng ta ğã ğªn g¥n cån nguyên cüa Tà Linh r°i... t¤t cä m¾i thñc sñ b¡t ğ¥u. ","Xem ra ta phäi ğích thân ği r°i. Ngß½i hãy ğªn Thø Lâm tu luy®n ği!","","","","","","",""
"36","Kªt ĞoÕn Tà Linh","Hãy tiêu di®t Ác QuÖ Hung Linh n¢m sâu bên trong H¡c Tâm thäo nguyên.","Chân tß¾ng ğã ğßşc vÕch rõ, Ác QuÖ Hung Linh chính là kë ğÑng phía sau m÷i hành ğµng hung tà, tiêu di®t ğßşc h¡n thì thôn cüa chúng ta lÕi ğßşc bình an.","SÑc cüa mµt ngß¶i không th¬ ch¯ng lÕi b÷n Ác QuÖ Hung Linh, ai cûng nên tìm thêm vài ğÕo hæu ğ°ng hành. M÷i thÑ c¥n thiªt cho cuµc chiªn ğ«u phäi ğßşc chu¦n b¸ sÇn sàng.","Chu¦n b¸ ğ¥y ğü r°i thì xu¤t phát! Hy v÷ng có th¬ thành công.","Nhæng v¤n nÕn liên tiªp g¥n ğây cu¯i cùng ğ«u ğã ğªn h°i kªt thúc, S½n Thßşng Tiên Nhân ğã tÑc t¯c báo cho chúng ta biªt t¤t cä h§u quä ğ«u do QuÖ Phong Yêu ĞÕo trên núi Vân Linh S½n gây ra, chính h¡n ğã thä con Ác QuÖ b¸ Nga My T± Sß phong ¤n ngày xßa. Ác QuÖ này v¯n là ğ® tØ cüa QuÖ Phong Yêu ĞÕo, sau ğó b¸ Nga My T± Sß dùng ĞÕo Phù Chân Áp, g¥n ğây QuÖ Phong Yêu ğÕo sØ døng Tà Pháp thÑc tïnh h¡n, và ğ¬ h¡n biªn thành hình dÕng ác quÖ x¤u xí quay lÕi tr¥n thª. H¡n mang lòng h§n thù v¾i Tiên Gia và thª nhân nên ğã sØ døng tà pháp kh¯ng chª dã thú, b¡t chúng t¤n công thôn dân. Tiên Nhân mu¯n ta nói v¾i ngß½i, vi®c Vân Linh S½n Yêu ĞÕo xin phi«n ngß½i hãy ği ği«u tra mµt chuyªn.","Xem ra ta phäi ğích thân ği r°i. Ngß½i hãy ğªn Thø Lâm tu luy®n ği!","","","","","","",""
"37","Tìm kiªm Thø Thß½ng Hùng Miêu Nhân","Tìm kiªm Thø Thß½ng Hùng Miêu Nhân bên con ğß¶ng · Vân Linh S½n.","$username$, không lâu trß¾c ğây ta ğªn Vân Linh S½n Trúc Lâm hái thäo dßşc thì phát hi®n có mµt con Hùng Miêu b¸ thß½ng, xung quay là lû Ğµc Xà. Ta ğã thØ nhi«u l¥n nhßng vçn không th¬ tiªp c§n con Hùng Miêu b¸ thß½ng ğó. ğã nhi«u ngày trôi qua r°i, không biªt nó nhß thª nào. Ta r¤t lo cho sñ an nguy cüa nó... ngß½i có th¬ thay ta ğªn Trúc Lâm tìm tung tích cüa nó không?","Sñ vi®c ğã qua nhi«u ngày r°i, ta sş nó ch¯ng ğŞ không n±i, xin ngß½i hãy mau ği ği!","Hùng Miêu Nhân trß¾c gi¶ có quan h® r¤t t¯t v¾i Thiên Hóa Thôn, nh¤t ğ¸nh ngß½i phäi giúp ta tìm ra nó. ","?? Ngß½i nói Dßşc Sß Thiên Hóa thôn phái ngß½i ğªn tìm ta à? Ông ¤y quä là häo kÏ hi®p! Ngß¶i Thiên Hóa Thôn ğ«u là häo kÏ hi®p.","L¨ nào ta lÕi nh¾ sai?","","","","","","",""
"38","Vû H§u Xuân Duçn","Thay Lı Nguyên Hóa thu th§p mµt ít Vû H§u Xuân Duçn.","Xuân Duçn cüa Thanh Thành S½n là mµt món ån tuy®t häo cüa nhân gian. M²i nåm ta ğ«u hái mµt ít mang t£ng cho tam gi¾i ğÕo hæu ğ¬ h÷ cùng thß·ng thÑc và tán thß·ng. Nåm nay mßa nhi«u, Xuân Duçn ¡t s¨ sinh trß·ng t¯t h½n, ngß½i vui lòng giúp ta ği hái mµt ít chÑ?","Ta ch¶ Xuân Duçn cüa ngß½i mang v«.","Kh¡p n½i trên Thanh Thành S½n ğ«u có th¬ tìm th¤y Xuân Duçn.","Hôm nay nhæng ğÕo hæu s¨ có mµt bæa th§t no say. Ngß½i xem, nhi«u xuân duçn thª này...","L¨ nào ta lÕi nh¾ sai?","","","","","","",""
"39","L¸ch SØ Môn Phái","Tri®u Yªn Nhi cØ ngß½i ği ğªn ch² Nhiêm Tiên Lı Nguyên Hóa tìm hi¬u v« l¸ch sØ tß½ng quan cüa Thanh Thành phái.","Ngß½i là môn ğ° m¾i à? Nhæng sñ vø thß¶ng nh§t cüa Thanh Thành phái hi®n tÕi ğ«u do Nhiêm Tiên Lı Nguyên Hóa tiªp quän, có gì không rõ ngß½i cÑ höi ông ta.","Nhiêm Tiên Lı Nguyên Hóa r¤t t§n tình chï bäo nhæng ğ® tØ m¾i.","Sß phø r¤t hi«n lành, ğ×ng sş, mau ği ği!","Môn phái do Cñc lÕc Ğ°ng TØ Lı T¸nh Hß sáng l§p, ngoài ra còn ğßşc xßng là T¸nh Hß Lão T±. Lão T± t×ng hşp thü v¾i Trß¶ng My Chân Nhân cùng ğ¯i kháng v¾i Ma ğÕo. Là mµt bán tiên nên ngß¶i thß¶ng vân du bên ngoài. M÷i sñ vø trong môn phái ğ«u do Thiên Ğô, Minh Hà nh¸ v¸ trß·ng lão tiªp quän. Võ công cüa Thanh Thành n±i danh nh¶ nhæng ğòn công kích ch¾p nhoáng cñc mÕnh.","L¨ nào ta lÕi nh¾ sai?","","","","","","",""
"40","Tu Luy®n Pháp Bäo","Tìm Tri®u Yªn Nhi h÷c cách tu luy®n Pháp Bäo.","$username$, Tri®u Yªn Nhi bäo ngß½i ği tìm ông ta, có vi®c mu¯n giao cho ngß½i.","Mau ği ği, ğ×ng ğ¬ ông ta ğşi lâu, ông ta r¤t nóng tính, không nhß ta ğâu. ","Không th¬ nào, ông ta · r¤t g¥n ğây, không th¬ nào tìm không th¤y ğßşc.","$username$, ğ¯i v¾i kÛ nång tu luy®n Pháp Bäo, ngß½i c¥n nghe rõ. Sau khi di®t quái và hoàn thành mµt vài nhi®m vø, không chï tích lûy ğßşc kinh nghi®m, ngân lßşng mà còn có ğßşc linh lñc. Linh lñc ğßşc dùng ğ¬ tu luy®n Pháp Bäo. Ngß½i có th¬ m· thanh lña ch÷n ğµng tác trong màn hình Thuµc Tính Nhân V§t, sau ğó nh¤n vào bi¬u tßşng tu luy®n pháp bäo ğ¬ b¡t ğ¥u tu luy®n. C¤p ğµ Pháp Bäo càng tång thì nång lñc chiªn ğ¤u càng mÕnh. Sau khi tång c¤p Pháp Bäo, kÛ nång càng ngày thu¥n thøc, có th¬ phát huy uy lñc r¤t l¾n.","L¨ nào ta lÕi nh¾ sai?","","","","","","",""
"41","Th¯ Bì Phi Kiên","Thay Tri®u Yªn Nhi thu th§p Dã Th¯ Mao Bì. ","Khí tr¶i ¦m ß¾t, nhæng ngày ğ¥u xuân vçn còn lÕnh l¨o, ta mu¯n làm mµt chiªc áo khoác lông thö ğ¬ giæ ¤m m²i khi phäi ği s¾m v« khuya. Không biªt ngß½i có b¢ng lòng giúp ta kiªm mµt ít Dã Th¯ Mao Bì v« ğây không?","Cách chúng ta không xa có r¤t nhi«u Ti¬u Gia Th¯. ","Dß¶ng nhß ngß½i không l¤y ğßşc Dã Th¯ Mao Bì mà ta mu¯n.","Hi®u quä làm vi®c cüa ngß½i r¤t t¯t, nhanh nhß v§y mà ğã kiªm ğßşc nhi«u mao bì thª này, ta phäi ğa tÕ ngß½i m¾i ğßşc.","L¨ nào ta lÕi nh¾ sai?","","","","","","",""
"42","Thø Kinh Ti¬u Dã Th¯","Giúp Tri®u Yªn Nhi xua ğu±i ğám Ti¬u Dã Th¯ qu¤y phá.","G¥n ğây không biªt t× ğâu xu¤t hi®n r¤t nhi«u Ti¬u Dã Th¯ n±i loÕn, còn t¤n công s½n môn, chÆng hay có chuy®n gì ğã kinh ğµng chúng. Nhßng Thanh Thành là vùng ğ¤t thanh tu, không th¬ ğ¬ m£c Dã Th¯ lµng hành. Ngß½i hãy tÕm th¶i xua ğu±i chúng ği và tìm hi¬u c¾ sñ cüa vø vi®c này.","Dã Th¯ cûng th§t lşi hÕi!","Thân thü phäi mçn ti®p mµt chút, ngß½i là mµt kÏ hi®p tài giöi c½ mà! ","Khà! Ğa tÕ ngß½i ğã giúp ğŞ.","L¨ nào ta lÕi nh¾ sai?","","","","","","",""
"43","Ti¬u S½n Lang bß¾ng bïnh","Giúp Tri®u Yªn Nhi giáo hu¤n Ti¬u S½n Lang.","Thì ra Ti¬u Dã Th¯ s· dî tr· nên kinh sş và qu¤y phá kh¡p n½i là do Ti¬u S½n Lang ğã truy cän Ti¬u Dã Th¯, khiªn chúng hªt ğß¶ng thoát thân, phäi chÕy tr¯n lên ğây. Ta nghî ngß½i có th¬ thay ta giáo hu¤n Ti¬u S½n Lang mµt bài h÷c.","Chà, Ti¬u S½n Lang khó ğ¯i phó h½n b÷n Ti¬u Dã Th¯, ngß½i phäi c¦n th§n.","Sao r°i? Chúng r¤t khó ğ¯i phó phäi không?","Ğa tÕ ngß½i, ğánh ğu±i Ti¬u S½n Lang cûng là mµt cách tu luy®n r¤t t¯t.","L¨ nào ta lÕi nh¾ sai?","","","","","","",""
"44","S½ Nh§p Giang H° ","Tu hành s½ kh·i ğã có thành quä, có th¬ chu¦n b¸ xu¯ng núi tu luy®n thêm.","Sß phø ğang ğşi ngß½i, có th¬ s¨ ğ¬ ngß½i xu¯ng núi tiªp tøc tu luy®n, cung hï...","Ngß½i mau ği ği! Ğ×ng ğ¬ sß phø ğşi lâu.","Ngß½i ğªn r°i.","$username$, g¥n ğây ngß½i tu hành r¤t t¯t, có th¬ xu¯ng núi tu luy®n, ngoài ra hãy tìm hi¬u tin tÑc dß¾i chân núi xem có ği«u gì b¤t ±n hay không.","L¨ nào ta lÕi nh¾ sai?","","","","","","",""
"45","Giang H° Chi Lµ","Mang theo lá thß cüa Nhiêm Tiên Lı Nguyên Hóa ği v« Thiên Hoa Thôn tìm thôn dân.","Thiên Hóa Thôn dß¾i chân núi g¥n ğây xu¤t hi®n nhi«u chuy®n lÕ, thôn dân c¥u cÑu Tiên Gia, ta mu¯n ngß½i xu¯ng núi giäi quyªt.","Sau này ngß½i phäi tñ bäo tr÷ng.","Sß phø cüa ngß½i có bäo ngß½i mang gì ğªn cho ta không?","Thanh Thành cu¯i cùng ğã phái ngß½i ğªn r°i, ch² chúng ta ğang có nhi«u vi®c khó khån c¥n ngß½i giúp ğây.","L¨ nào ta lÕi nh¾ sai?","","","","","","",""
"46","H± Träo S½n LÕp Thü ","Thay S½n Dân LÕp Hµ sån vài con dã thú kÏ quái.","Quanh H± Träo S½n có r¤t nhi«u loài dã thú kÏ lÕ, mu¯n b¡t chúng phäi t¯n r¤t nhi«u pháp lñc, nhßng thu hoÕch cûng r¤t khá, ngß½i có mu¯n ği thØ không?","V§y phäi xem thân thü cüa ngß½i ğã... nªu làm t¯t ta s¨ giao nhi®m vø khó h½n cho ngß½i.","Sao s¾m nhß v§y ğã v« r°i? Ngß½i ğã xong công vi®c ta giao chßa?","Ngß½i quä là r¤t lşi hÕi, xem ra vi®c buôn bán cüa ta có th¬ tiªp tøc r°i...","L¨ nào ta lÕi nh¾ sai?","","","","","","",""
"47","Ğ°ng Niên Cñu Hæu","Thay ğÕo sî mang thß ğªn cho ğ°ng niên häo hæu cüa ông.","Ôi... mµt mình · bên ngoài ğã lâu, lúc cô ğ½n mµt mình luôn nh¾ v« gia cß. Nh¾ nhæng hình änh th¶i th½ ¤u v¾i Trß½ng KÏ, Trß½ng Dao Thanh. H÷ bây gi¶ ch¡c ğang · Phích Tà Thôn, ngß½i có th¬ giúp ta mang thß ğªn cho h÷ không?","Ngß½i phäi c¦n th§n bäo quän thß cüa ta!","Ô? Ti¬u ğÕo sî có nói ngß½i mang gì ğªn cho ta không?","Ha ha! Ta mong lá thß này lâu l¡m r°i! Th§t là v¤t vä cho ngß½i!","L¨ nào ta lÕi nh¾ sai?","","","","","","",""
"51","Bách Hoa S½n Uyên Nguyên","Chu Vån cØ ngß½i ği tìm Ng÷c Thanh ğÕi sß ğ¬ hi¬u v« L¸ch SØ Môn Phái Bách Hoa Môn.","Ngß½i là môn ğ° m¾i à? Nhæng sñ vø thß¶ng nh§t cüa Bách Hoa Phái chúng ta hi®n nay ğ«u do sß tÖ Ng÷c Thanh ĞÕi Sß tiªp quän, ngß½i có gì không hi¬u có th¬ höi sß tÖ. ","Sß tÖ r¤t t§n tình chï bäo nhæng ğ® tØ m¾i.","Sß tÖ r¤t hi«n lành, ğ×ng sş, mau ği tìm sß tÖ ği.","$username$, ta ğang nói v« l¸ch sØ Bách Hoa môn phái! Bách Hoa phái do th¥n ni ¿u Ğàm sáng l§p, sß phø ğã tu thành Thiên Tiên Chi Th¬, nên thß¶ng xu¤t ngoÕi vân du. Sß phø còn có mµt ğ® tØ tên là Xan Hà ğÕi sß hi®n ğang cß trú · Hoàng S½n, thïnh tHöang sß phø cûng vân du ğªn ğó. Xan Hà ğÕi sß là ti«n b¯i có tu vi thßşng th×a, sau này có duyên ¡t s¨ g£p m£t, t¾i lúc ğó ngß½i nh¾ phäi thïnh giáo ngß¶i, nªu may m¡n ğßşc ngß¶i chï bäo, lşi ích s¨ vô biên.","Cä sß tÖ ğ«u tìm không ra à?","","","","","","",""
