short,备注,,bool,float[3],,string,,string,,,,string,string,,string,string,,string,string,string,string,string,string,string,float,int,float, ,string,string,,,,,,
,备注,名字,是否动态模型,模型缩放,模型透明度,模型文件,换皮肤,换材质,模型受击点,DOT受击点,模型门派,武器1,武器1连接,武器1收起link点,武器2,武器2连接,武器2收起link点,附身特效文件,link点名,头发,头,身体,手,脚,碰撞半径,移动方式,移动速度,消失方式,死亡模型文件,出生模型文件,waiting动作个数,头像,3D头像摄像机位置,3D头像摄像机目标位置,,备注
ID,,name,dynamic,modelScale,visible,act,replaceSkin,replaceMat,hitPoint,dotHitPoint,party,weapon1,weapon1Link,weapon1DrawInLink,weapon2,weapon2Link,weapon2DrawInLink,linkEffect,linkBone,hairSkin,headSkin,bodySkin,handSkin,footSkin,modelRadius,moveType,moveSpeed,vanishType,deadModel,bornModel,waitingPoseCount,headIcon,headCameraPos,headCameraLookAt,bCache,
5071,粽子,,0,1;1;1,1,npc135,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc142,,,,
5072,龙舟,,0,1;1;1,1,npc136,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc142,,,,
5073,龙柱,,0,1;1;1,1,npc137,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc142,,,,
5074,对联1,,0,1;1;1,1,npc138,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc142,,,,
5075,对联2,,0,1;1;1,1,npc139,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc142,,,,
5076,滇西土兵,,0,1.6;1.6;1.6,1,mon153a,,,b_hit,,5,,,,,,,,,,,,,,15,1,88,1,,,1,ic_mon153_a,,,,
5077,乌金黒砂兽,,0,0.9;0.9;0.9,1,mon158_a,,,Bip_mon009 Spine1,,5,,,,,,,,,,,,,,15,1,162,1,,,1,ic_mon158_a,,,,
5078,滇西武士,,0,1.6;1.6;1.6,1,mon153b,,,b_hit,,5,,,,,,,,,,,,,,15,1,88,1,,,1,ic_mon153_b,,,,
5079,南蛮弓箭手,,0,1.2;1.2;1.2,1,mon154_a,,,b_hit,,5,,,,,,,,,,,,,,15,1,94,1,,,1,ic_mon154_a,,,,
5080,火眼狻猊,,0,1;1;1,1,mon159,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon159,,,,
5081,毒龙侍者,,0,1.7;1.7;1.7,1,mon155,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,88,1,,,1,ic_mon155,,,,
5082,毒龙怪,,0,1.8;1.8;1.8,1,mon155,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,88,1,,,1,ic_mon155,,,,
5083,金针圣女,,0,1.5;1.5;1.5,1,mon161_a,,mon161_b,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon161_b,,,,
5084,绿毛三头犬,,0,1.3;1.3;1.3,1,mon160,,,Bip01 Spine1,,5,,,,,,,,,,,,,,15,1,125,1,,,1,ic_mon160,,,,
5085,符咒女妖,,0,1.5;1.5;1.5,1,mon161_a,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon161_a,,,,
5086,鬼符天师,,0,1.5;1.5;1.5,1,mon156,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon156,,,,
5087,先天风灵,,0,1.4;1.4;1.4,1,mon162,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon162,,,,
5088,鬼风灵,,0,1.5;1.5;1.5,1,mon162,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon162,,,,
5089,冥府道长,,0,1.4;1.4;1.4,1,mon157,,,b_hit,,5,,,,,,,,,,,,,,15,1,90,1,,,1,ic_mon157,,,,
5090,鬼火炎魔,,0,1;1;1,1,mon047_i,,,bip_mon043 Spine,,5,,,,,,,,,,,,,,15,1,150,1,,,1,ic_mon047_i,,,,
5091,鬼泣岩魔,,0,1;1;1,1,mon047,,,bip_mon043 Spine,,5,,,,,,,,,,,,,,15,1,150,1,,,1,ic_mon047_b,,,,
5092,鬼紫晶魔,,0,1.4;1.4;1.4,1,mon077_b,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,110,4,eff_mon077_b_die,,1,ic_mon077_b,,,,
5093,小长臂魔,,0,1.5;1.5;1.5,1,mon163,,,b_hit,,5,,,,,,,,,,,,,,15,1,45,1,,,1,ic_mon163,,,,
5094,莽牯朱蟾,,0,1;1;1,1,mon165,,,b_hit,,5,,,,,,,,,,,,,,15,1,104,1,,,1,ic_mon165,,,,
5095,邪恶的巫蛊奴,,0,1.5;1.5;1.5,1,mon164,,,b_hit,,5,,,,,,,,,,,,,,15,1,88,1,,,1,ic_mon164,,,,
5096,善良的巫蛊奴,,0,1.4;1.4;1.4,1,mon164,,,b_hit,,5,,,,,,,,,,,,,,15,1,88,1,,,1,ic_mon164,,,,
5097,天元幽幻蛊,,0,1.7;1.7;1.7,1,mon166,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,4,eff_mon166_die,,1,ic_mon166,,,,
5098,八臂蜈蚣,,0,1.2;1.2;1.2,1,boss002,,,Boss002_04,Boss002_04,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon167,,,,
5099,巨型八臂蜈蚣,,0,2;2;2,1,boss002,mon167,,Boss002_04,Boss002_04,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon167,,,,
5100,长臂魔族长,,0,2;2;2,1,mon163,,,b_hit,,5,,,,,,,,,,,,,,15,1,45,1,,,1,ic_mon163,,,,
5101,小赤蛛,,0,1;1;1,1,mon050,,,Bmon050_00,,5,,,,,,,,,,,,,,15,2,160,2,,,1,ic_mon050,,,,
5102,凝血刀客,,0,1.6;1.6;1.6,1,mon169_a,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon169_a,,,,
5103,赤色蛮牛,,0,1.9;1.9;1.9,1,mon170,,,b_hit,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_mon170,,,,
5104,魔门斗士,,0,1.6;1.6;1.6,1,mon169_b,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon169_b,,,,
5105,冰晶邪婴,,0,0.8;0.8;0.8,1,mon171,,,Bip_mon020 Spine1,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon171,,,,
5106,魔门巫师,,0,1.3;1.3;1.3,1,mon097,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,125,1,,,1,ic_mon097,,,,
5107,滇边毒蝇,,0,1.3;1.3;1.3,1,mon025,,,Bmon025_25,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon025,,,,
5108,夜行山鬼,,0,1.3;1.3;1.3,1,mon038_b,,,Bip01,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon038_b,,,,
5109,辛辰子亲兵,,0,1.6;1.6;1.6,1,mon116,,,b_hit,,5,,,,,,,,,,,,,,15,1,87,1,,,1,ic_mon116,,,,
5110,唐石亲兵,,0,1.4;1.4;1.4,1,mon117,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon117,,,,
5111,绿袍嫡传弟子,,0,1.5;1.5;1.5,1,mon115,,,b_hit,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon115,,,,
5112,镇龙亭守卫,,0,1.7;1.7;1.7,1,mon168,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon168,,,,
5113,碧眼血魔,,0,2;2;2,1,mon053_b,,,bip_mon053 Spine1,,5,,,,,,,,,,,,,,15,1,108,1,,,1,ic_mon053_b,,,,
5114,薛萍,,0,1.7;1.7;1.7,1,mon177,,,b_hit,,5,iwboss007,Box01,,,,,,,,,,,,15,1,80,4,eff_mon177_die,,1,ic_mon177,,,,
5115,钱青选,,0,1.8;1.8;1.8,1,mon178,,,b_hit,,5,iwboss007,Box01,,,,,,,,,,,,15,1,88,1,,,1,ic_mon178,,,,
5116,师文恭,,0,1.8;1.8;1.8,1,mon179,,,Bip01 Spine,,5,iwboss007,Box01,,,,,,,,,,,,15,1,88,1,,,1,ic_mon179,,,,
5117,史厉,,0,1.7;1.7;1.7,1,mon180,,,b_hit,,5,iwboss007,Box01,,,,,,,,,,,,15,1,88,1,,,1,ic_mon180,,,,
5118,郑元规,,0,1.7;1.7;1.7,1,mon181,,,b_hit,,5,iwboss007,Box01,,,,,,,,,,,,15,1,88,1,,,1,ic_mon181,,,,
5119,洞玄仙婆,,0,1.7;1.7;1.7,1,mon182,,,b_hit,,5,iwboss007,Box01,,,,,,,,,,,,15,1,80,1,,,1,ic_mon182,,,,
5120,洪长豹,,0,2;2;2,1,mon183,,,b_hit,,5,iwboss007,Box01,,,,,,,,,,,,15,1,80,1,,,1,ic_mon183,,,,
5121,雷卓子,,0,1.7;1.7;1.7,1,mon184,,,b_hit,,5,iwboss007,Box01,,,,,,,,,,,,15,1,94,1,,,1,ic_mon184,,,,
5122,随引,,0,1.8;1.8;1.8,1,mon185,,,b_hit,,5,iwboss007,Box01,,,,,,,,,,,,15,1,88,1,,,1,ic_mon185,,,,
5123,乔寿,,0,1.9;1.9;1.9,1,mon186,,,b_hit,,5,iwboss007,Box01,,,,,,,,,,,,15,1,48,1,,,1,ic_mon186,,,,
5124,梅鹿子,,0,1.8;1.8;1.8,1,boss051,,,b_hit,,5,iwboss007,Box01,,,,,,,,,,,,15,1,100,1,,,1,ic_boss051,,,,
5125,智文石,,0,0.4;0.4;0.4,1,npc086,,,,,5,,,,,,,,,,,,,,15,1,,,,,,,,,,
5126,赤光原石,,0,0.3;0.3;0.3,1,npc_chiguang,,,,,5,,,,,,,,,,,,,,15,1,,,,,,,,,,
5127,黑煞落魂砂,,0,1.5;1.5;1.5,1,npc_heisha,,,,,5,,,,,,,,,,,,,,15,1,,,,,,,,,,
5128,失心草,,0,0.6;0.6;0.6,1,npc_shixin,,,,,5,,,,,,,,,,,,,,15,1,,,,,,,,,,
5129,玄铁矿石,,0,0.4;0.4;0.4,1,npc_xtkuang,,,,,5,,,,,,,,,,,,,,15,1,,,,,,,,,,
5130,赤蛛卵  ,,0,1;1;1,1,npc036,,,,,5,,,,,,,,,,,,,,15,1,,,,,,,,,,
5131,紫金鹏草,,0,0.4;0.4;0.4,1,npc_zijin,,,,,5,,,,,,,,,,,,,,15,1,,,,,,,,,,
5132,石晶花,,0,0.6;0.6;0.6,1,npc_shijinhua,,,,,5,,,,,,,,,,,,,,15,1,,,,,,,,,,
5133,冰魄银丝,,0,1.3;1.3;1.3,1,npc_binpoyinsi,,,,,5,,,,,,,,,,,,,,15,1,,,,,,,,,,
5134,易静,,0,1.2;1.2;1.2,1,npc011,,npc011_b,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc011_b,,,,
5135,佟元奇,,0,1.4;1.4;1.4,1,npc134,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc134,,,,
5136,百合,,0,1.2;1.2;1.2,1,npc133,,,,,5,,,,,,,,,,,,,,15,1,40,1,,,1,ic_npc133,,,,
5137,玄慧,,0,1.2;1.2;1.2,1,pf,,,Bip01,,1,iwfa07_02,Blink_wp,Blink_bk,,,,,,fpf01,apf01,bpf07_02,hpf07_02,lpf07_02,15,1,100,1,,,1,ic_pf005,,,1,
5138,佛门弟子,,0,1.2;1.2;1.2,1,npc061_f,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_npc061_f,,,,
5139,百花弟子,,0,1.2;1.2;1.2,1,pb,,,Bip_pb01,,3,iwbb07_02,,,,,,,,fpb01,apb01,bpb06_01,hpb06_01,lpb06_01,15,1,80,1,,,1,ic_bp005,,,1,
5140,陆敏,,0,1.4;1.4;1.4,1,npc130,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc130,,,,
5141,姜庶,,0,1.5;1.5;1.5,1,npc132,,,,,5,,,,,,,,,,,,,,15,1,42,1,,,1,ic_npc132,,,,
5142,司徒明,,0,1.6;1.6;1.6,1,npc131,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc131,,,,
5143,尉迟火,,0,1.2;1.2;1.2,1,npc004,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc004,,,,
5144,元觉大师,,0,1.5;1.5;1.5,1,mon103,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon103,,,,
5145,68青城,,0,1;1;1,1,npc004,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc004,,,,
5146,68仙禽,,0,1;1;1,1,npc004,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc004,,,,
5147,伤员,,0,1;1;1,1,npc004,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc004,,,,
5148,巫蛊奴长老,,0,1.4;1.4;1.4,1,npc004,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc164,,,,
5149,异兽爱好者,,0,1.2;1.2;1.2,1,boss008,,,Bip_boss008 Spine,,5,iwboss008,Bwp01,,,,,,,,,,,,15,1,163,1,,,1,ic_boss008,,,,
5150,冰凌仙参,,0,1;1;1,1,mon176,,,b_hit,,5,,,,,,,,,,,,,,15,1,50,1,,,1,ic_mon176,,,,
5151,仙芝宝宝,,0,1;1;1,1,mon054,,mon054_b,Bip01 Spine1,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon054_b,,,,
5152,飞天夜叉,,0,0.5;0.5;0.5,1,mon072,,,,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon072,,,1,
5153,鬼道人乔瘦滕,,0,0.5;0.5;0.5,1,boss027a,,,,,5,,,,,,,,,,,,,,10,1,80,1,,,1,ic_boss027_b,,,1,
5154,鬼兽乔瘦滕,,0,0.5;0.5;0.5,1,boss027b,,,,,5,,,,,,,,,,,,,,10,1,80,1,eff_boss027b_die,,1,ic_boss027_a,,,1,
5155,透明NPC,,0,1.4;1.4;1.4,0,mon_touming,,,b_hit,,5,,,,,,,,,,,,,,15,1,88,1,,,1,ic_default_face,,,,
5156,江湖义士,,0,1.4;1.4;1.4,1,mon153a,,,b_hit,,5,,,,,,,,,,,,,,15,1,88,1,,,1,ic_mon153_a,,,,
5157,厚甲硫磺兽,,0,1;1;1,1,mon158_a,mon158_b,,Bip_mon009 Spine1,,5,,,,,,,,,,,,,,15,1,162,1,,,1,ic_mon158_b,,,,
5158,赤身弩手,,0,1.4;1.4;1.4,1,mon154_b,,,b_hit,,5,,,,,,,,,,,,,,15,1,94,1,,,1,ic_mon154_b,,,,
5159,熔岩巨人,,0,1.1;1.1;1.1,1,mon047_i,,,bip_mon043 Spine,,5,,,,,,,,,,,,,,15,1,150,1,,,1,ic_mon047_i,,,,
5160,鬼魂,,0,1.2;1.2;1.2,1,mon004,,,Box01,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon004,,,,
5161,牛头马面,,0,1.5;1.5;1.5,1,mon074_b,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,108,1,,,1,ic_mon074_b,,,,
5162,屠夫,,0,2.8;2.8;2.8,1,mon172,mon172,,b_hit,,5,,,,,,,,,,,,,,15,1,130,1,,,1,ic_mon172,,,,
5163,巨蛙人,,0,1;1;1,1,mon173,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon173,,,,
5164,犀牛兽王,,0,2;2;2,1,mon175,,,b_hit,,5,,,,,,,,,,,,,,15,1,130,1,,,1,ic_mon175,,,,
5165,极乐童子,,0,1;1;1,1,mon174,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon174,,,,
5166,精晶药人,,0,1;1;1,1,mon176,,,b_hit,,5,,,,,,,,,,,,,,15,1,50,1,,,1,ic_mon176,,,,
5167,蝶蛹,,0,1.4;1.4;1.4,1,boss056_3,,,Bone10,,5,,,,,,,,,,,,,,15,1,88,1,,,1,ic_boss056_3,,,,
5168,幼虫,,0,1.6;1.6;1.6,1,boss056_1,,,Bone01,,5,,,,,,,,,,,,,,15,1,88,1,,,1,ic_boss056_1,,,,
5169,七彩蝶精,,0,1.6;1.6;1.6,1,boss056_2,,,Bone01,,5,,,,,,,,,,,,,,15,1,88,1,,,1,ic_boss056_2,,,,
5170,金护法,,0,1.4;1.4;1.4,1,mon187,,,Bip_pb01,,3,iwba08_02,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon187,,,,
5171,木护法,,0,1.4;1.4;1.4,1,mon188,,,Bip_pq,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon188,,,,
5172,水护法,,0,1.4;1.4;1.4,1,mon189,,,Bip_px Spine,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon189,,,,
5173,火护法,,0,1.4;1.4;1.4,1,mon190,,,Bip_pe01,,0,iwea08_02,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon190,,,,
5174,土护法,,0,1.4;1.4;1.4,1,mon191,,,Bip01,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon191,,,,
5175,列霸多,,0,3.5;3.5;3.5,1,boss057,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_boss057,,,,
5176,辛晨子,,0,2.4;2.4;2.4,1,boss054,,,b_hit,,5,,,,,,,,,,,,,,15,1,94,1,,,1,ic_boss054,,,,
5177,唐石,,0,2.4;2.4;2.4,1,boss055,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_boss055,,,,
5178,绿袍老祖二阶元神,,0,2.8;2.8;2.8,1,boss053,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_boss053,,,,
5179,石头3,,0,0.4;0.4;0.4,0.6,npc086,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc086,,,,
5180,金护法,,0,1.4;1.4;1.4,0.4,mon187,,,Bip_pb01,,3,iwba08_02,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon187,,,,
5181,木护法,,0,1.4;1.4;1.4,0.4,mon188,,,Bip_pq,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon188,,,,
5182,水护法,,0,1.4;1.4;1.4,0.4,mon189,,,Bip_px Spine,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon189,,,,
5183,火护法,,0,1.4;1.4;1.4,0.4,mon190,,,Bip_pe01,,0,iwea08_02,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon190,,,,
5184,土护法,,0,1.4;1.4;1.4,0.4,mon191,,,Bip01,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon191,,,,
5185,九尾狐,$L:pet5185$,0,0.8;0.8;0.8,1,pet009,,,,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_pet009,,,1,
5186,丹顶鹤,$L:pet5186$,0,1;1;1,1,pet010,,,,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_pet010,,,1,
5187,骷髅,,0,1.5;1.5;1.5,1,eff_boss027a_start,,,b_hit,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_boss057,,,,
5188,战士,,0,1.5;1.5;1.5,1,boss027a,,,Bip_boss027 Spine1,,5,,,,,,,,,,,,,,10,1,80,2,,,1,ic_boss027_b,,,,
5189,雷气罩,,0,1.5;1.5;1.5,0.2,npc119,,,root,,5,,,,,,,,,,,,,,15,1,,3,,,1,ic_default_face,,,,
5190,神鳄,,0,0.5;0.5;0.5,1,boss009,,,bip_boss009 Spine1,,5,,,,,,,,,,,,,,15,2,60,1,,,1,ic_boss009,,,1,
5191,凝神童子,,0,0.6;0.6;0.6,1,ningshengod,,,Bip01,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_ningshengod,,,,
5192,齐乐融融,,0,1;1;1,1,eff_exptree,,,Bip01,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_ningshengod,,,,
5193,栅栏,,0,2;2;2,1,npc_zhalan,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,,
5194,天化村巡逻NPC,,0,1;1;1,1,pq,,,Bip_pq,,2,iwqa04_02,Blink_wp_L,Blink_LG_L,iwqa04_02,Blink_wp_R,Blink_LG_R,,,fpq01,apq01,bpq04_01,hpq04_01,lpq04_01,15,1,86,1,,,1,ic_pq005,,,1,
5195,云灵山巡逻NPC,,0,1;1;1,1,npc011_c,,npc011_e,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc011_c,,,,
5196,成都城巡逻NPC,,0,1;1;1,1,mon014,mon014_e,,Bip_mon014,,5,iwmon014_e,Bwp01,,,,,,,,,,,,15,1,113,1,,,1,ic_mon014_e,,,,
5197,黑风寨巡逻NPC,,0,1;1;1,1,mon015,mon015_l,,Bip_mon015,,5,iwmon015_l,Bwp01,,,,,,,,,,,,15,1,100,1,,,1,ic_mon015_l,,,,
5198,桂花山巡逻NPC,,0,1;1;1,1,npc083,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc083,,,,
5199,雪山巡逻NPC,,0,1;1;1,1,npc005,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc005,,,,
5200,雪山巡逻NPC(2),,0,1;1;1,1,npc061_e,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_npc061_e,,,,
5201,青螺山巡逻NPC,,0,1;1;1,1,npc103,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc103,,,,
5202,莽苍山巡逻NPC,,0,1;1;1,1,npc079,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc079,,,,
5203,戴家场巡逻NPC,,0,1;1;1,1,npc008,npc008_c,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc008_c,,,,
5204,虎爪山巡逻NPC,,0,1;1;1,1,npc011,,npc011_b,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc011_b,,,,
5205,天化村巡逻NPC(跟班),,0,1;1;1,1,pq,,,Bip_pq,,2,iwqa02_01,Blink_wp_L,Blink_LG_L,iwqa02_01,Blink_wp_R,Blink_LG_R,,,fpq01,apq01,bpq02,hpq02,lpq02,15,1,86,1,,,1,ic_pq005,,,1,
5206,云灵山巡逻NPC(跟班),,0,1;1;1,1,npc062_b,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_npc062_b,,,,
5207,成都城巡逻NPC(跟班),,0,1;1;1,1,mon014,mon014_d,,Bip_mon014,,5,iwmon014_d,Bwp01,,,,,,,,,,,,15,1,113,1,,,1,ic_mon014_d,,,,
5208,黑风寨巡逻NPC(跟班),,0,1;1;1,1,mon015,mon015_k,,Bip_mon015,,5,iwmon015_k,Bwp01,,,,,,,,,,,,15,1,100,1,,,1,ic_mon015_k,,,,
5209,桂花山巡逻NPC(跟班),,0,1;1;1,1,npc011,,npc011_f,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc011_b,,,,
5210,雪山巡逻NPC(跟班),,0,1;1;1,1,npc005,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc005,,,,
5211,雪山巡逻NPC(2)(跟班),,0,1;1;1,1,mon014,mon014_e,,Bip_mon014,,5,iwmon014_e,Bwp01,,,,,,,,,,,,15,1,113,1,,,1,ic_mon014_e,,,,
5212,青螺山巡逻NPC(跟班),,0,1;1;1,1,npc019,,npc019_a,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc019_a,,,,
5213,莽苍山巡逻NPC(跟班),,0,1;1;1,1,mon014,mon014_e,,Bip_mon014,,5,iwmon014_e,Bwp01,,,,,,,,,,,,15,1,113,1,,,1,ic_mon014_e,,,,
5214,戴家场巡逻NPC(跟班),,0,1;1;1,1,mon014,mon014_d,,Bip_mon014,,5,iwmon014_d,Bwp01,,,,,,,,,,,,15,1,113,1,,,1,ic_mon014_d,,,,
5215,虎爪山巡逻NPC(跟班),,0,1;1;1,1,npc020_b,,,Bip_mon027 Spine,,5,,,,,,,,,,,,,,15,1,106,1,,,1,ic_npc020,,,,
5216,柴草堆,,0,0.6;0.6;0.6,1,npc013,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc013,,,,
5259,四金钢,,0,1.8;1.8;1.8,1,mon008,,mon008_b,Bip_mon008 Spine1,,5,iwmon002_b,Bwp01,,,,,,,,,,,,15,1,94,1,,,1,ic_mon008_b,,,,
5260,恶鬼,,0,1.8;1.8;1.8,1,mon038_b,,,Bip01,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon038_b,,,,
5261,月老,,0,1.2;1.2;1.2,1,npc147,,,b_hit,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc147,,,,
5262,牛郎,,0,1;1;1,1,npc148,,,b_hit,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc148,,,,
5263,织女,,0,1;1;1,1,npc149,,,b_hit,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc149,,,,
5264,可娜仙子,,0,1;1;1,1,npc182,,,b_hit,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_bp005,,,,
5265,行者亚当,,0,1;1;1,1,npc181,,,b_hit,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_pf005,,,,
5266,青螺山追踪者,,0,1;1;1,1,mon048,,mon048_2,Bip01 Spine,,5,iwmon048,Bwp01,,,,,,,,,,,,15,1,125,1,,,1,ic_mon048_2,,,,
5267,青螺山妖人,,0,1;1;1,1,mon048_b,,mon048_b2,Bip01 Spine,,5,iwmon048_b,Bwp01,,iwmon048_b,Bwp02,,,,,,,,,15,1,125,1,,,1,ic_mon048_b2,,,,
5268,藤须怪,,0,1;1;1,1,mon045_b,,,bmon045_20,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon045_b,,,,
5269,精锐异化荆棘兽,,0,1.35;1.35;1.35,1,mon088_b,,,Bip01 Spine1,,5,,,,,,,,,,,,,,15,1,40,1,,,1,ic_mon088_b,,,,
5270,湘江土匪,,0,1;1;1,1,mon014,mon014_a,mon014_2,Bip_mon014,,5,iwmon014_a,Bwp01,,,,,,,,,,,,15,1,113,1,,,1,ic_mon014_2,,,,
5271,陈家庄劲卒,,0,1;1;1,1,mon015,mon015_h,mon015_2,Bip_mon015,,5,iwmon015_h,Bwp01,,,,,,,,,,,,15,1,100,1,,,1,ic_mon015_2,,,,
5272,吕村密探,,0,1;1;1,1,mon016,,mon016_2,bip_mon016,,5,iwmon016_a,Bwp01,,iwmon016_a,Bwp02,,,,,,,,,15,1,100,1,,,1,ic_mon016_2,,,,
5273,吕村乡勇,,0,1;1;1,1,mon048,,mon048_3,Bip01 Spine,,5,iwmon048,Bwp01,,,,,,,,,,,,15,1,85,1,,,1,ic_mon048_3,,,,
5274,雄山灵兽,,0,1;1;1,1,mon026,,mon026_2,bip_mon026 Spine1,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon026_2,,,,
5275,成年钢牙硬甲兽,,0,1;1;1,1,mon036,,mon036_2,bip_boss009 Spine1,,5,,,,,,,,,,,,,,15,2,60,1,,,1,ic_mon036_2,,,,
5276,被魔化的村民,,0,1;1;1,1,mon027_a,,mon027_a2,Bip_mon027 Spine,,5,iwmon027_a,Bwp01,,,,,,,,,,,,15,1,106,1,,,1,ic_mon027_a2,,,,
5277,螺丝湾守卫,,0,1;1;1,1,mon008,,mon008_2,Bip_mon008 Spine1,,5,iwmon002_c,Bwp01,,,,,,,,,,,,15,1,94,1,,,1,ic_mon008_2,,,,
5278,螺丝湾狱卒,,0,1;1;1,1,mon039,,mon039_2,Bip_mon039_ Spine,,5,,,,,,,,,,,,,,15,1,120,1,,,1,ic_mon039_2,,,,
