,"comment:
npc名字",npcId,AI类型,AI脚本,重生周期(秒),重生日程,派系ID,是否巡逻,巡逻路径,是否为闭合的环状巡逻路线,是否默认激活巡逻,是否主动攻击,是否首领,"随从id num;id num;",视野范围,控制范围,活动范围,胆量,UPDATA事件,特殊事件,关联npc响应,生命周期,备注
1124,千年老蝎,4837,monster,,86400,,0,0,,,,1,0,,200,800,100,1,,OnDead;,,,
1125,万年火蛛,4838,monster,,86400,,0,0,,,,1,0,,200,800,100,1,,OnDead;,,,
1126,魔战机甲,4839,monster,,86400,,0,0,,,,1,0,,200,800,100,1,,OnRecvDamage;OnDead;,,,
1127,巨毒文蛛,4840,monster,,86400,,4822,0,,,,1,0,,200,800,100,1,,OnDead;,,,
1128,冰芒蝎,4841,monster,,86400,,4823,,,,,1,0,,200,10000,0,1,,,,,
1129,火焰蛛,4842,monster,,86400,,4824,,,,,1,0,,200,10000,0,1,,,,,
1130,琉璃蝎偶,4843,monster,,86400,,4825,,,,,1,0,,200,10000,0,1,,,,,
1131,黄铜蛛偶,4844,monster,,86400,,4826,,,,,1,0,,200,10000,0,1,,,,,
1132,吕村冤魂,4845,monster,,86400,,4827,,,,,1,0,,200,10000,0,1,,,,,
1133,鬼灵护卫,4846,monster,,86400,,4828,,,,,1,0,,200,10000,0,1,,,,,
1134,文蛛洞出口,4847,common,,0,,,0,,,,1,0,,200,80000,0,1,,,,,
1135,文蛛洞入口,4848,common,,0,,,0,,,,1,0,,200,80000,0,1,,,,,
1136,文蛛区传送石,4849,common,,0,,,0,,,,1,0,,200,80000,0,1,,,,,
1137,文蛛区传送石,4850,common,,0,,,0,,,,1,0,,200,80000,0,1,,,,,
1138,章鱼炮台,4851,monster,,86400,,4834,0,,,,1,0,,220,900,100,1,,,,,
1139,巡逻护卫,4852,monster,,86400,,4834,1,"1463 -1506;1424 -1487;1403 -1481;1381 -1474;1359 -1476;1336 -1480;1325 -1497;1327 -1514;",,1,1,1,"4851 2",220,900,100,1,,,,,
1140,巡逻护卫,4853,monster,,86400,,4835,1,"1426 -1464;1440 -1458;1455 -1474;1476 -1482;1466 -1459;1455 -1479;1440 -1497;1424 -1489;1403 -1480;1399 -1479;",,1,1,1,"4851 2",220,900,100,1,,,,,
1141,巡逻护卫,4854,monster,,86400,,4836,1,"1386 -1502;1385 -1491;1375 -1474;1352 -1478;1329 -1475;1318 -1488;1341 -1486;1364 -1481;1387 -1480;1402 -1480;1407 -1481;",,1,1,1,"4851 2",220,900,100,1,,,,,
1142,巡逻护卫,4855,monster,,86400,,4837,1,"1314 -1455;1314 -1441;1315 -1418;1322 -1396;1318 -1374;1313 -1352;1320 -1332;1340 -1322;1361 -1327;1376 -1343;1376 -1366;1369 -1384;",,1,1,1,"4851 2",220,900,100,1,,,,,
1143,巡逻护卫,4856,monster,,86400,,4838,1,"1376 -1374;1383 -1362;1404 -1356;1422 -1347;1442 -1336;1463 -1333;1464 -1314;1460 -1291;1457 -1268;1456 -1260;",,1,1,1,"4851 2",220,900,100,1,,,,,
1144,巡逻蝙蝠,4857,monster,,86400,,4839,1,"1144 -1100;1158 -1099;1182 -1100;1205 -1103;1217 -1123;1206 -1143;1185 -1155;1169 -1172;1168 -1195;1189 -1207;1212 -1204;1233 -1193;1255 -1183;1277 -1176;1300 -1170;1319 -1164;",,1,1,1,"4851 2",220,900,100,1,,,,,
1145,巡逻蝙蝠,4858,monster,,86400,,4840,1,"1407 -1130;1422 -1127;1445 -1127;1453 -1148;1472 -1160;1495 -1161;1518 -1162;1542 -1161;1565 -1158;1586 -1150;1591 -1127;1607 -1113;1630 -1110;1647 -1110;1669 -1104;1692 -1111;1712 -1122;1716 -1144;1706 -1166;1690 -1182;1670 -1194;1649 -1202;1628 -1195;1628 -1185;1629 -1179;",,1,1,1,"4851 2",220,900,100,1,,,,,
1146,魔斗蝎,4859,monster,,86400,,,,,,,1,0,,200,10000,0,1,,,,180,
1147,自爆蜘蛛蛋,4860,monster,,86400,,4822,0,,,0,1,0,,150,10000,100,1,,OnEnterBattle;,,180,
1148,血蛛,4861,monster,,86400,,4822,0,,,,1,0,,220,800,100,1,,OnCreate;OnDead;,,180,
1149,魔斗蝎,4862,monster,,86400,,,,,,,1,0,,200,10000,0,1,,,,180,
1150,吕村守墓人,4863,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1151,吕村守墓人,4864,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1152,莽苍山声望商人,4865,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1153,象魔精英弟子,4866,monster,,900,,0,0,,,,1,0,,200,800,100,1,,,,,
1154,象魔精英弟子,4867,monster,,900,,0,0,,,,1,0,,200,800,100,1,,,,,
1155,象魔精英弟子,4868,monster,,900,,0,0,,,,1,0,,200,800,100,1,,,,,
1156,象魔精英弟子,4869,monster,,900,,0,0,,,,1,0,,200,800,100,1,,,,,
1157,象魔精英弟子,4870,monster,,900,,0,0,,,,1,0,,200,800,100,1,,,,,
1158,象魔精英弟子,4871,monster,,900,,0,0,,,,1,0,,200,800,100,1,,,,,
1159,象魔精英弟子,4872,monster,,900,,0,0,,,,1,0,,200,800,100,1,,,,,
1160,象魔精英弟子,4873,monster,,900,,0,0,,,,1,0,,200,800,100,1,,,,,
1161,象魔精英弟子,4874,monster,,900,,0,0,,,,1,0,,200,800,100,1,,,,,
1162,象魔精英弟子,4875,monster,,900,,0,0,,,,1,0,,200,800,100,1,,,,,
1163,湿婆象魔,4876,monster,,3600,,0,0,,,,1,0,,200,800,100,1,,,,,
1164,魔人.缇摩羅斯,4877,monster,,43200,,0,0,,,,1,0,,200,800,100,1,,OnDead;,,,
1165,青龙魔煞宝箱,4878,plant,,604800,,0,0,,,,1,0,,60,800,0,1,,,,,
1166,朱雀魔煞宝箱,4879,plant,,604800,,0,0,,,,1,0,,60,800,0,1,,,,,
1167,白虎魔煞宝箱,4880,plant,,604800,,0,0,,,,1,0,,60,800,0,1,,,,,
1168,玄龟魔煞宝箱,4881,plant,,604800,,0,0,,,,1,0,,60,800,0,1,,,,,
1169,天罪魔煞宝箱,4882,plant,,604800,,0,0,,,,1,0,,60,800,0,1,,,,,
1170,小和尚,4885,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1171,难大师,4886,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1172,白鹰使者,4887,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1173,白鹰使者,4888,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1174,圣诞老人,4889,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1175,圣诞老人,4890,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1176,掌柜,4883,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1177,竞技场商人,4884,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1178,圣诞老人,4891,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1179,铁匠,4892,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1180,李半仙,4893,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
1181,蛇匪头目,4894,monster,,10800,,0,0,,,,1,0,,150,1000,100,1,,,,,
1182,恶鬼,4895,monster,,10800,,0,0,,,,1,0,,150,1000,100,1,,,,,
1183,纨绔子弟,4896,monster,,10800,,0,0,,,,1,0,,150,1000,100,1,,,,,
1184,采花贼,4897,monster,,10800,,0,0,,,,1,0,,150,1000,100,1,,,,,
1185,武僧金钢,4898,monster,,10800,,0,0,,,,1,0,,150,1000,100,1,,,,,
1186,机关人,4899,monster,,10800,,0,0,,,,1,0,,150,1000,100,1,,,,,
1187,林掌黑熊,4900,monster,,10800,,0,0,,,,1,0,,150,1000,100,1,,,,,
1188,魔宫爪牙,4901,monster,,10800,,0,0,,,,1,0,,150,1000,100,1,,,,,
1189,青螺山幻魔者,4902,monster,,10800,,0,0,,,,1,0,,150,1000,100,1,,,,,
1190,山魈战士,4903,monster,,10800,,0,0,,,,1,0,,150,1000,100,1,,,,,
1191,绿树鬼灵,4904,monster,,10800,,0,0,,,,1,0,,150,1000,100,1,,,,,
1192,药师(大陆天化),4905,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1193,药师(大陆育成),4906,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1194,药师(大陆营地),4907,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1195,药师(大陆鸦林),4908,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1196,药师(大陆成都),4909,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1197,小木魃,4910,monster,,300,,0,0,,,,1,0,,110,800,100,1,,,,,
1198,小年兽,4911,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
1199,精英狼王,4912,monster,,5,,0,0,,,,1,0,,100,800,100,1,,,,,
1200,强盗头子,4913,monster,,5,,0,0,,,,1,0,,100,800,100,1,,,,,
1201,竹林蛇王,4914,monster,,5,,0,0,,,,1,0,,100,800,100,1,,,,,
1202,恶鬼凶灵,4915,monster,,5,,0,0,,,,1,0,,100,800,100,1,,,,,
1203,强盗二当家,4916,monster,,5,,0,1,"118 197;124 189;138 177;160 168;177 151;194 139;217 129;225 111;222 88;204 75;181 82;157 87;135 98;112 105;87 104;71 119;74 143;89 163;107 179;119 187;128 209;122 187;",,1,1,0,"210 2",60,800,100,1,,,,,
1204,宝箱,4917,plant,,5,,0,0,,,,1,0,,60,800,0,1,,,,,
1205,春节大侠,4918,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
1206,无影金猱,4919,monster,,300,,0,0,,,,1,0,,110,800,100,1,,,,,
1207,无影矿石巨人,4920,monster,,300,,0,0,,,,1,0,,110,800,100,1,,,,,
1208,无影荆棘兽,4921,monster,,300,,0,0,,,,1,0,,110,800,100,1,,,,,
1209,李半仙,4922,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
1210,药师(大陆天化),4923,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1211,竞技场商人,4924,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1212,掌柜,4925,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1213,春节大侠,4926,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
1214,梅花春神越南,4928,common,,10,,0,0,,,,0,0,,150,1000,0,1,,,,,
1215,春节大侠越南,4929,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
1216,看门小鬼,4930,monster,,86400,,4930,,,,,1,0,,200,10000,0,1,,,,,
1217,彪悍守卫,4931,monster,,86400,,4930,,,,,1,0,,200,10000,0,1,,,,,
1218,深穴毒蛇,4932,monster,,86400,,4930,,,,,1,0,,200,10000,0,0,,,,,
1219,穴居蝙蝠,4933,monster,,86400,,4930,,,,,1,0,,200,10000,0,0,,,,,
1220,冰川银狐,4934,monster,,86400,,,,,,,1,0,,150,10000,200,1,,,,,
1221,朱洪贴身随从,4935,monster,,86400,,,,,,,1,0,,200,10000,0,1,,"OnHpLower 80|50|20;OnDead;",,,
1222,朱洪之妻,4936,monster,,86400,,,,,,,1,0,,250,10000,200,1,,OnDead;,,,
1223,小女孩,4937,common,,30,,0,1,"495 536;485 537;482 553;476 575;457 574;437 585;416 594;398 609;376 618;354 623;335 616;311 614;296 598;289 575;286 551;",,0,1,0,,60,800,0,1,1,"OnTaskAccept 1403;OnArrive 0;OnHpLower 80|60|40|20;",,,
1224,月龙先生,4938,common,,0,,,,,,,1,0,,200,80000,0,1,,,,,
1225,最后的勇士,4939,common,,0,,,,,,,1,0,,200,80000,0,1,,,,,
1226,深穴毒蛇头领,4940,monster,,86400,,4930,1,"474 584;481 593;491 613;492 635;478 651;457 650;436 642;417 629;400 614;",,1,1,1,"4952 3",60,800,100,1,,,,,
1227,穴居蝙蝠头领,4941,monster,,86400,,4930,1,"358 689;349 699;336 717;316 718;299 707;277 704;277 684;285 664;279 643;285 637;",,1,1,1,"4953 3",60,800,100,1,,,,,
1228,巡逻监视长,4942,monster,,86400,,4930,1,"325 944;337 940;340 919;350 902;339 883;342 861;341 838;348 825;358 805;363 799;",,1,1,1,"4954 3",60,800,100,1,,,,,
1229,巡逻监视长,4943,monster,,86400,,4930,1,"454 988;450 973;449 948;452 926;449 911;449 887;450 862;453 842;450 829;452 808;459 806;",,1,1,1,"4954 3",60,800,100,1,,,,,
1230,巡逻监视长,4944,monster,,86400,,4930,1,"465 804;456 808;448 826;454 842;472 842;462 840;448 843;447 863;448 886;447 908;460 923;475 911;477 898;474 915;457 926;448 936;448 958;450 980;451 985;",,1,1,1,"4954 3",60,800,100,1,,,,,
1231,小女孩,4945,common,,86400,,0,1,"475 546;477 545;481 558;463 572;443 581;424 595;422 596;",,0,1,0,,60,800,0,1,,"OnArrive 0;",,,
1232,小男孩,4946,common,,86400,,0,1,"475 539;475 542;481 552;476 574;455 580;436 585;",,0,1,0,,60,800,0,1,,"OnArrive 0;",,,
1233,小女孩,4947,common,,86400,,0,1,"488 529;491 528;485 536;478 553;463 569;445 583;425 595;421 597;",,0,1,0,,60,800,0,1,,"OnArrive 0;",,,
1234,小男孩,4948,common,,86400,,0,1,"484 527;486 525;477 530;478 549;475 565;459 575;",,0,1,0,,60,800,0,1,,"OnArrive 0;",,,
1235,小女孩,4949,common,,86400,,0,1,"466 531;469 532;469 543;475 564;459 579;456 586;",,0,1,0,,60,800,0,1,,"OnArrive 0;",,,
1236,铁门,4950,door,,,,0,0,,,,0,0,,60,800,0,1,,,,,
1237,铁门,4951,door,,,,0,0,,,,0,0,,60,800,0,1,,,,,
1238,深穴毒蛇,4952,monster,,86400,,4930,0,,,0,1,0,,200,10000,100,1,,,,,
1239,穴居蝙蝠,4953,monster,,86400,,4930,0,,,0,1,0,,200,10000,100,1,,,,,
1240,朱洪贴身随从,4954,monster,,86400,,4930,0,,,0,1,0,,200,10000,100,1,,,,,
1241,朱洪贴身随从,4955,monster,,86400,,4930,0,,,0,1,0,,200,10000,100,1,,,,,
1242,朱洪贴身随从,4956,monster,,86400,,4930,0,,,0,1,0,,200,10000,100,1,,,,,
1243,混元鼎,4957,plant,,86400,,0,0,,,,1,0,,60,800,0,1,,OnDead;,,,
1244,水元鼎,4958,plant,,86400,,0,0,,,,1,0,,60,800,0,1,,OnDead;,,,
1245,金元鼎,4959,plant,,86400,,0,0,,,,1,0,,60,800,0,1,,OnDead;,,,
1246,火元鼎,4960,plant,,86400,,0,0,,,,1,0,,60,800,0,1,,OnDead;,,,
1247,月龙村财主,4961,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1248,月龙村卫士,4962,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1249,月龙村祭司,4963,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1250,月龙村长老,4964,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1251,包打听,4965,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1252,月龙村药师,4966,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1253,月龙村铁匠,4967,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1254,月龙村暴徒,4968,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1255,月龙村匪帮,4969,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1256,金角大王乌拉宝,4970,monster,,30,,0,,,,,1,0,,200,800,100,1,,,,,
1257,乌蛇,4971,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1258,麝,4972,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1259,龙果树,4973,plant,,15,,0,,,,,1,0,,115,800,100,1,,,,,
1260,野果树,4974,plant,,15,,0,,,,,1,0,,115,800,100,1,,,,,
1261,月龙护卫,4975,monster,,30,,0,,,,,0,0,,115,800,100,1,,"OnHpLower 5;OnStartDuel;OnEndDuel;",,,
1262,百蛮山布衣弟子,4976,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1263,银角大王海拉布,4977,monster,,30,,0,,,,,1,0,,200,800,100,1,,,,,
1264,箱子,4978,plant,,15,,0,,,,,1,0,,115,800,100,1,,,,,
1265,月龙斗士,4979,monster,,30,,0,,,,,0,0,,115,800,100,1,,"OnHpLower 5;OnStartDuel;OnEndDuel;",,,
1266,四门山恶汉,4980,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1267,四门山修士,4981,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1268,月龙村内鬼,4982,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1269,妖道塔格尔,4983,monster,,30,,0,,,,,1,0,,200,800,100,1,,,,,
1270,百蛮山地精,4984,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1271,灵芝仙,4985,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1272,枯木怪,4986,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1273,妖气魂魄,4987,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1274,月龙勇士,4988,monster,,30,,0,,,,,0,0,,115,800,100,1,,"OnHpLower 5;OnStartDuel;OnEndDuel;",,,
1275,九色鹿,4989,monster,,30,,0,,,,,1,0,,130,800,100,1,,,,,
1276,九尾银狐,4990,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1277,血蝙蝠,4991,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1278,腥红毒蝎,4992,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1279,百蛮山入门弟子,4993,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1280,石像怪,4994,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1281,月龙侠客,4995,monster,,30,,0,,,,,0,0,,115,800,100,1,,"OnHpLower 5;OnStartDuel;OnEndDuel;",,,
1282,黑风老妖分身,4996,monster,,30,,0,,,,,1,0,,200,800,100,1,,,,,
1283,黑风老妖分身,4997,monster,,30,,0,,,,,1,0,,200,800,100,1,,,,,
1284,黑风老妖,4998,monster,,30,,0,,,,,1,0,,200,800,100,1,,,,,
1285,五台派帮众,4999,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1286,五台派力士,5000,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1287,朱洪,5001,monster,,30,,0,,,,,1,0,,200,800,100,1,,,,,
1288,月龙霸主,5002,monster,,30,,0,,,,,0,0,,115,800,100,1,,"OnHpLower 5;OnStartDuel;OnEndDuel;",,,
1289,狮子天王龙化,5003,monster,,30,,0,,,,,1,0,,200,800,100,1,,,,,
1290,地灵草,5004,plant,,15,,0,,,,,0,0,,115,800,100,1,,,,,
1291,灵珠子,5005,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1292,百年树精,5006,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1293,玄火雄狮,5007,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1294,精锐玄火雄狮,5008,monster,,86400,,0,,,,,1,0,,115,800,100,1,,,,,
1295,魔金狼骑,5009,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1296,匪徒的箱子,5010,plant,,30,,0,,,,,0,0,,115,800,100,1,,,,,
1297,被抓来的幼童,5011,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1298,妖气魂魄(召唤),5012,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
1299,布告栏,5013,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1300,白云大师,5014,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1301,通臂神猿李宁,5015,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1302,餐霞大师,5016,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1303,追云叟白谷逸,5017,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1304,百禽道人公冶黄,5018,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1305,白云大师元神,5019,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,15,
1306,通臂神猿李宁元神,5020,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,15,
1307,餐霞大师元神,5021,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,15,
1308,追云叟白谷逸元神,5022,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,15,
1309,百禽道人公冶黄元神,5023,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,15,
1310,箱子,5024,plant,,15,,0,,,,,0,0,,300,800,100,1,,,,,
1311,箱子,5025,plant,,15,,0,,,,,0,0,,300,800,100,1,,,,,
1312,安雅,5026,common,,30,,0,1,"1555 1738;1548 1727;1525 1722;1502 1725;1484 1715;1483 1691;1479 1669;1482 1645;1480 1621;1478 1596;1478 1572;1484 1549;1490 1525;1497 1502;1509 1481;1512 1457;1513 1433;1511 1409;1507 1387;",,0,0,0,,300,800,100,1,1,"OnTaskAccept 1458;OnArrive 0;OnHpLower 80|60|40|20;",,,
1313,受伤的村民,5027,common,,30,,0,0,,,,0,0,,300,800,0,1,,,,,
1314,破旧的箱子,5028,plant,,15,,0,,,,,0,0,,300,800,100,1,,,,,
1315,百蛮山混混,5029,monster,,30,,0,,,,,1,0,,115,800,100,1,,,,,
1316,杨天师,5030,common,,30,,0,0,,,,0,0,,300,800,0,1,,,,,
1317,无名,5031,common,,30,,0,1,"1982 1593;1980 1606;1978 1631;1977 1655;1983 1678;1982 1703;1971 1724;1960 1733;1930 1730;1903 1715;1882 1703;1860 1694;1836 1701;1812 1703;1793 1692;1786 1668;1781 1644;1779 1620;1767 1600;1748 1584;1731 1567;1710 1559;1694 1577;1684 1600;1677 1623;1673 1647;1670 1672;1665 1696;1656 1719;1637 1732;1613 1726;1589 1720;1565 1717;1540 1717;1516 1719;1492 1724;1468 1729;1444 1732;1420 1736;1396 1736;1373 1729;1352 1738;1328 1735;1304 1729;1282 1722;1259 1713;1236 1704;1212 1698;1191 1685;1171 1673;1147 1674;1128 1689;1110 1705;1097 1726;1100 1749;1109 1772;1116 1795;1120 1819;1122 1844;1130 1867;1136 1890;1146 1912;1159 1934;1173 1954;1187 1973;1197 1995;1208 2014;1231 2009;1254 2002;1278 1997;1302 1995;1327 1990;1350 1984;1373 1974;1389 1955;1404 1936;1410 1913;1413 1889;1422 1866;1438 1850;1462 1854;1485 1861;1497 1882;1486 1901;1466 1914;1461 1926;1448 1947;1436 1969;1429 1978;",,1,0,0,,300,800,0,1,1,,,,
1318,驿站邮件管理员,5032,common,,30,,0,0,,,,0,0,,300,800,0,1,,,,,
1319,月龙村商会代表,5033,common,,30,,0,0,,,,0,0,,300,800,0,1,,,,,
1320,胆小的村民,5034,common,,30,,0,1,"1447 1373;1446 1363;1464 1361;1486 1365;1502 1380;1523 1383;1541 1369;1550 1348;1565 1331;1586 1324;1608 1329;1624 1345;1635 1358;",,1,0,0,,300,800,0,1,1,,,,
1321,采药郎中,5035,common,,30,,0,1,"1405 1547;1415 1549;1437 1551;1459 1559;1472 1577;1486 1563;1490 1539;1494 1515;1506 1495;1507 1471;1511 1448;1512 1425;1507 1402;1500 1380;1485 1363;1462 1360;1441 1371;1435 1381;",,1,0,0,,300,800,0,1,1,,,,
1322,仙界灵石,5036,common,,0,,0,0,,,,0,0,,0,0,0,1,,,,,
1323,木元鼎,5037,plant,,86400,,0,0,,,,1,0,,60,800,0,1,,OnDead;,,,
1324,污浊花仙,5038,common,,30,,0,0,,,0,0,0,,300,800,0,1,1,,,,
1325,修炼者伏虎,5039,common,,30,,0,0,,,0,0,0,,300,800,0,1,1,,,,
1326,凝碧涯铁匠,5040,common,,30,,0,0,,,0,0,0,,300,800,0,1,1,,,,
1327,吕村守墓人(越南),5041,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1328,竞技场商人(越南),5042,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1329,神僧,5043,common,,30,,0,0,,,0,0,0,,300,800,0,1,1,,,,
1330,怒吼雪人,5044,monster,,0,,0,0,,,,1,0,,100,800,100,1,,,,20,
1331,木箱,5045,plant,,30,,0,,,,,0,0,,115,800,100,1,,,,,
1332,火,5046,monster,,0,,0,0,,,,1,0,,100,800,100,1,,,,10,
1333,端午盗贼,5047,monster,,10,,0,,,,,0,0,,115,800,100,1,,,,,
1334,端午盗贼,5048,monster,,10,,0,,,,,1,0,,115,800,100,1,,,,,
1335,端午盗贼,5049,monster,,10,,0,,,,,1,0,,115,800,100,1,,,,,
1336,端午盗贼,5050,monster,,10,,0,,,,,1,0,,115,800,100,1,,,,,
1337,端午盗贼,5051,monster,,10,,0,,,,,1,0,,115,800,100,1,,,,,
1338,端午盗贼,5052,monster,,10,,0,,,,,1,0,,115,800,100,1,,,,,
1339,特使,5053,common,,30,,0,0,,,0,0,0,,300,800,0,1,,,,,
1340,阿飘,5054,monster,,60,,0,,,,,1,0,,115,800,100,1,,,,,
1341,粽子,5055,common,,0,,0,0,,,,0,0,,100,800,0,1,,,,,
1342,龙舟,5056,common,,0,,0,0,,,,0,0,,100,800,0,1,,,,,
1343,龙柱,5057,common,,0,,0,0,,,,0,0,,100,800,0,1,,,,,
1344,对联1,5058,common,,0,,0,0,,,,0,0,,100,800,0,1,,,,,
1345,对联2,5059,common,,0,,0,0,,,,0,0,,100,800,0,1,,,,,
1346,仙灵弟子,5060,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1347,宝石商人,5061,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
1348,滇西土兵,5062,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1349,乌金黒砂兽,5063,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1350,滇西武士,5064,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1351,南蛮弓箭手,5065,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1352,火眼狻猊,5066,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1353,毒龙侍者,5067,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1354,毒龙怪,5068,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1355,金针圣女,5069,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1356,绿毛三头犬,5070,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1357,符咒女妖,5071,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1358,鬼符天师,5072,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1359,先天风灵,5073,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1360,鬼风灵,5074,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1361,冥府道长,5075,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1362,鬼火炎魔(上),5076,monster,,20,,0,0,,,,1,0,,100,800,0,1,,,,,
1363,鬼火炎魔(中),5077,monster,,20,,0,0,,,,1,0,,100,800,0,1,,,,,
1364,鬼火炎魔(下),5078,monster,,20,,0,0,,,,1,0,,100,800,0,1,,,,,
1365,小长臂魔,5079,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1366,莽牯朱蟾,5080,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1367,邪恶的巫蛊奴,5081,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1368,善良的巫蛊奴,5082,common,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1369,天元幽幻蛊,5083,monster,,20,,5083,0,,,,1,0,,100,800,100,1,,,,,
1370,八臂蜈蚣人,5084,monster,,20,,0,0,,,,1,0,,100,800,100,1,,,,,
1371,巨形蜈蚣人,5085,monster,,20,,0,0,,,,1,0,,100,800,100,1,,"OnBeCaptured;OnArrivePoint 1399|1346;",,,
